#  L 		 TT 		 EE 		 BB 		 TE 		 TB 		 EB
 531     2.06958e-01     2.70846e-03    -1.84631e-03     1.02113e-02     2.82378e-04     2.74861e-03
 532     2.05855e-01     2.69861e-03    -1.89533e-03     9.87182e-03     2.21496e-04     2.50486e-03
 533     2.05388e-01     2.72616e-03    -1.82479e-03     9.65659e-03     1.95589e-04     2.22385e-03
 534     2.05648e-01     2.79489e-03    -1.64757e-03     9.57867e-03     2.07740e-04     1.92267e-03
 535     2.06668e-01     2.90375e-03    -1.38195e-03     9.63368e-03     2.58723e-04     1.61826e-03
 536     2.08452e-01     3.04694e-03    -1.04942e-03     9.80326e-03     3.46911e-04     1.32599e-03
 537     2.10916e-01     3.21351e-03    -6.72600e-04     1.00554e-02     4.67922e-04     1.05802e-03
 538     2.13904e-01     3.38834e-03    -2.74385e-04     1.03479e-02     6.14203e-04     8.22594e-04
 539     2.17225e-01     3.55421e-03     1.22810e-04     1.06342e-02     7.74867e-04     6.23517e-04
 540     2.20623e-01     3.69341e-03     4.98031e-04     1.08657e-02     9.35814e-04     4.59577e-04
 541     2.23778e-01     3.78998e-03     8.32649e-04     1.09967e-02     1.08055e-03     3.24696e-04
 542     2.26433e-01     3.83417e-03     1.11191e-03     1.09958e-02     1.19257e-03     2.09049e-04
 543     2.28314e-01     3.82250e-03     1.32584e-03     1.08450e-02     1.25751e-03     1.00664e-04
 544     2.29296e-01     3.76064e-03     1.47050e-03     1.05496e-02     1.26668e-03    -1.18949e-05
 545     2.29360e-01     3.66101e-03     1.54761e-03     1.01337e-02     1.21884e-03    -1.36986e-04
 546     2.28607e-01     3.54016e-03     1.56337e-03     9.63685e-03     1.12096e-03    -2.77846e-04
 547     2.27228e-01     3.41508e-03     1.52643e-03     9.10623e-03     9.87084e-04    -4.31727e-04
 548     2.25463e-01     3.29986e-03     1.44568e-03     8.58924e-03     8.35900e-04    -5.90288e-04
 549     2.23543e-01     3.20347e-03     1.32835e-03     8.12721e-03     6.87720e-04    -7.40950e-04
 550     2.21688e-01     3.12960e-03     1.17924e-03     7.75341e-03     5.61673e-04    -8.68889e-04
 551     2.20037e-01     3.07665e-03     1.00017e-03     7.49015e-03     4.73110e-04    -9.58915e-04
 552     2.18663e-01     3.03960e-03     7.90777e-04     7.35038e-03     4.31846e-04    -9.97508e-04
 553     2.17602e-01     3.01213e-03     5.49829e-04     7.33934e-03     4.40861e-04    -9.74785e-04
 554     2.16847e-01     2.98825e-03     2.76677e-04     7.45514e-03     4.95520e-04    -8.86128e-04
 555     2.16343e-01     2.96350e-03    -2.69331e-05     7.68869e-03     5.83551e-04    -7.33445e-04
 556     2.16055e-01     2.93651e-03    -3.55119e-04     8.02605e-03     6.86225e-04    -5.26130e-04
 557     2.15959e-01     2.90859e-03    -6.96815e-04     8.44800e-03     7.80604e-04    -2.80643e-04
 558     2.16064e-01     2.88304e-03    -1.03556e-03     8.93181e-03     8.43015e-04    -1.90625e-05
 559     2.16389e-01     2.86304e-03    -1.35022e-03     9.45151e-03     8.52904e-04     2.33535e-04
 560     2.17011e-01     2.85051e-03    -1.61707e-03     9.98233e-03     7.96719e-04     4.52255e-04
 561     2.17988e-01     2.84350e-03    -1.81191e-03     1.04999e-02     6.70097e-04     6.15384e-04
 562     2.19415e-01     2.83635e-03    -1.91307e-03     1.09857e-02     4.78827e-04     7.06678e-04
 563     2.21318e-01     2.81858e-03    -1.90280e-03     1.14233e-02     2.37535e-04     7.16035e-04
 564     2.23735e-01     2.77732e-03    -1.76962e-03     1.18038e-02    -3.23321e-05     6.39511e-04
 565     2.26641e-01     2.69835e-03    -1.50880e-03     1.21226e-02    -3.05555e-04     4.78075e-04
 566     2.29990e-01     2.56914e-03    -1.12342e-03     1.23810e-02    -5.56076e-04     2.36422e-04
 567     2.33683e-01     2.38095e-03    -6.24793e-04     1.25844e-02    -7.59705e-04    -7.82896e-05
 568     2.37602e-01     2.13161e-03    -3.30915e-05     1.27428e-02    -8.96550e-04    -4.57148e-04
 569     2.41602e-01     1.82738e-03     6.22481e-04     1.28701e-02    -9.53039e-04    -8.89835e-04
 570     2.45544e-01     1.48412e-03     1.30427e-03     1.29838e-02    -9.23617e-04    -1.36465e-03
 571     2.49235e-01     1.12652e-03     1.96751e-03     1.30993e-02    -8.11520e-04    -1.86788e-03
 572     2.52534e-01     7.86739e-04     2.56391e-03     1.32338e-02    -6.29347e-04    -2.38399e-03
 573     2.55314e-01     4.99858e-04     3.04641e-03     1.33994e-02    -3.97807e-04    -2.89554e-03
 574     2.57443e-01     2.98342e-04     3.37475e-03     1.35998e-02    -1.43362e-04    -3.38325e-03
 575     2.58902e-01     2.06034e-04     3.52288e-03     1.38340e-02     1.05203e-04    -3.82850e-03
 576     2.59685e-01     2.32740e-04     3.48228e-03     1.40900e-02     3.21122e-04    -4.21372e-03
 577     2.59884e-01     3.71657e-04     3.26479e-03     1.43518e-02     4.83471e-04    -4.52535e-03
 578     2.59631e-01     6.00030e-04     2.90004e-03     1.45991e-02     5.79733e-04    -4.75449e-03
 579     2.59134e-01     8.83157e-04     2.43119e-03     1.48152e-02     6.06594e-04    -4.89854e-03
 580     2.58602e-01     1.18023e-03     1.90764e-03     1.49871e-02     5.68733e-04    -4.96011e-03
 581     2.58206e-01     1.45040e-03     1.37868e-03     1.51068e-02     4.76434e-04    -4.94577e-03
 582     2.58181e-01     1.65882e-03     8.89328e-04     1.51799e-02     3.43121e-04    -4.86742e-03
 583     2.58679e-01     1.77993e-03     4.76087e-04     1.52174e-02     1.82576e-04    -4.73878e-03
 584     2.59786e-01     1.79971e-03     1.65929e-04     1.52364e-02     7.25558e-06    -4.57514e-03
 585     2.61527e-01     1.71673e-03    -2.40243e-05     1.52591e-02    -1.72675e-04    -4.39309e-03
 586     2.63844e-01     1.54202e-03    -8.64215e-05     1.53088e-02    -3.49643e-04    -4.20966e-03
 587     2.66586e-01     1.29799e-03    -2.34233e-05     1.54070e-02    -5.18426e-04    -4.04142e-03
 588     2.69527e-01     1.01620e-03     1.53656e-04     1.55697e-02    -6.75613e-04    -3.90318e-03
 589     2.72344e-01     7.33518e-04     4.25107e-04     1.58016e-02    -8.18770e-04    -3.80531e-03
 590     2.74730e-01     4.87346e-04     7.64510e-04     1.60981e-02    -9.45932e-04    -3.75264e-03
 591     2.76386e-01     3.09412e-04     1.14152e-03     1.64403e-02    -1.05490e-03    -3.74137e-03
 592     2.77082e-01     2.20551e-04     1.52550e-03     1.67983e-02    -1.14294e-03    -3.75832e-03
 593     2.76744e-01     2.27451e-04     1.88954e-03     1.71376e-02    -1.20692e-03    -3.78199e-03
 594     2.75390e-01     3.22345e-04     2.21300e-03     1.74202e-02    -1.24323e-03    -3.78376e-03
 595     2.73251e-01     4.85847e-04     2.48370e-03     1.76186e-02    -1.24864e-03    -3.73305e-03
 596     2.70606e-01     6.91446e-04     2.69649e-03     1.77123e-02    -1.22008e-03    -3.59908e-03
 597     2.67761e-01     9.10418e-04     2.85144e-03     1.76906e-02    -1.15497e-03    -3.35468e-03
 598     2.65097e-01     1.11633e-03     2.95229e-03     1.75602e-02    -1.05189e-03    -2.98026e-03
 599     2.62903e-01     1.28761e-03     3.00279e-03     1.73352e-02    -9.10191e-04    -2.46478e-03
 600     2.61508e-01     1.40990e-03     3.00653e-03     1.70463e-02    -7.30947e-04    -1.80976e-03
 601     2.61227e-01     1.47689e-03     2.96571e-03     1.67373e-02    -5.16970e-04    -1.03041e-03
 602     2.62305e-01     1.49006e-03     2.88031e-03     1.64585e-02    -2.72864e-04    -1.56076e-04
 603     2.65002e-01     1.45855e-03     2.74950e-03     1.62694e-02    -5.18352e-06     7.70148e-04
 604     2.69550e-01     1.39764e-03     2.57199e-03     1.62307e-02     2.78081e-04     1.69495e-03
 605     2.76120e-01     1.32652e-03     2.34655e-03     1.63956e-02     5.68122e-04     2.55973e-03
 606     2.84892e-01     1.26633e-03     2.07356e-03     1.68082e-02     8.56234e-04     3.30763e-03
 607     2.95930e-01     1.23718e-03     1.75444e-03     1.74904e-02     1.13435e-03     3.88888e-03
 608     3.09311e-01     1.25674e-03     1.39314e-03     1.84458e-02     1.39588e-03     4.26749e-03
 609     3.24929e-01     1.33814e-03     9.95284e-04     1.96470e-02     1.63511e-03     4.42223e-03
 610     3.42489e-01     1.48918e-03     5.69394e-04     2.10353e-02     1.84672e-03     4.34861e-03
 611     3.61436e-01     1.71145e-03     1.27947e-04     2.25181e-02     2.02499e-03     4.05963e-03
 612     3.80854e-01     1.99918e-03    -3.11380e-04     2.39675e-02     2.16289e-03     3.58626e-03
 613     3.99401e-01     2.33798e-03    -7.24784e-04     2.52243e-02     2.25176e-03     2.97772e-03
 614     4.15406e-01     2.70430e-03    -1.08310e-03     2.61173e-02     2.28239e-03     2.30019e-03
 615     4.26965e-01     3.06590e-03    -1.35501e-03     2.64882e-02     2.24644e-03     1.62967e-03
 616     4.32570e-01     3.38750e-03    -1.51429e-03     2.62483e-02     2.14075e-03     1.04036e-03
 617     4.31504e-01     3.63780e-03    -1.54766e-03     2.54119e-02     1.96949e-03     5.86432e-04
 618     4.24126e-01     3.79693e-03    -1.46001e-03     2.41041e-02     1.74455e-03     2.87309e-04
 619     4.11895e-01     3.86140e-03    -1.27395e-03     2.25360e-02     1.48344e-03     1.23719e-04
 620     3.97022e-01     3.84336e-03    -1.02331e-03     2.09510e-02     1.20506e-03     4.63189e-05
 621     3.81648e-01     3.76209e-03    -7.43294e-04     1.95553e-02     9.24709e-04    -8.11598e-06
 622     3.67712e-01     3.63979e-03    -4.64327e-04     1.85019e-02     6.52977e-04    -1.01209e-04
 623     3.56557e-01     3.49450e-03    -2.08354e-04     1.78752e-02     3.95135e-04    -2.83568e-04
 624     3.49030e-01     3.33855e-03     1.08102e-05     1.77067e-02     1.52748e-04    -5.91447e-04
 625     3.45634e-01     3.17860e-03     1.85737e-04     1.79941e-02    -7.46022e-05    -1.04719e-03
 626     3.46611e-01     3.01608e-03     3.13363e-04     1.87126e-02    -2.87799e-04    -1.66063e-03
 627     3.52082e-01     2.84873e-03     3.93350e-04     1.98257e-02    -4.86917e-04    -2.42988e-03
 628     3.62060e-01     2.67157e-03     4.27060e-04     2.12857e-02    -6.70195e-04    -3.34031e-03
 629     3.76513e-01     2.47879e-03     4.17287e-04     2.30357e-02    -8.33373e-04    -4.36250e-03
 630     3.95301e-01     2.26518e-03     3.68438e-04     2.50042e-02    -9.69246e-04    -5.44877e-03
 631     4.18165e-01     2.02849e-03     2.87183e-04     2.71045e-02    -1.06790e-03    -6.53112e-03
 632     4.44618e-01     1.77161e-03     1.83107e-04     2.92319e-02    -1.11756e-03    -7.52114e-03
 633     4.73674e-01     1.50429e-03     6.91202e-05     3.12545e-02    -1.10619e-03    -8.31192e-03
 634     5.04083e-01     1.24590e-03    -3.86493e-05     3.30429e-02    -1.02544e-03    -8.79581e-03
 635     5.34036e-01     1.02370e-03    -1.22402e-04     3.44682e-02    -8.73904e-04    -8.88018e-03
 636     5.61358e-01     8.69507e-04    -1.65316e-04     3.54289e-02    -6.60880e-04    -8.51350e-03
 637     5.84024e-01     8.13262e-04    -1.55165e-04     3.58885e-02    -4.07969e-04    -7.71024e-03
 638     6.00296e-01     8.74303e-04    -8.73613e-05     3.58712e-02    -1.46121e-04    -6.55278e-03
 639     6.09136e-01     1.05521e-03     3.37602e-05     3.54604e-02     9.03467e-05    -5.17808e-03
 640     6.10330e-01     1.34001e-03     1.96136e-04     3.47734e-02     2.71510e-04    -3.74589e-03
 641     6.04492e-01     1.69779e-03     3.83108e-04     3.39340e-02     3.78337e-04    -2.40332e-03
 642     5.92809e-01     2.08979e-03     5.77165e-04     3.30443e-02     4.05802e-04    -1.25719e-03
 643     5.76779e-01     2.47732e-03     7.62987e-04     3.21721e-02     3.62237e-04    -3.62623e-04
 644     5.57937e-01     2.82783e-03     9.29096e-04     3.13484e-02     2.65947e-04     2.73800e-04
 645     5.37573e-01     3.11776e-03     1.06800e-03     3.05686e-02     1.40679e-04     6.81389e-04
 646     5.16895e-01     3.33478e-03     1.17612e-03     2.98183e-02     1.13455e-05     9.10141e-04
 647     4.96933e-01     3.47690e-03     1.25301e-03     2.90810e-02    -9.97425e-05     1.01711e-03
 648     4.78289e-01     3.54870e-03     1.29984e-03     2.83326e-02    -1.75422e-04     1.05535e-03
 649     4.61639e-01     3.56227e-03     1.31986e-03     2.75752e-02    -2.05222e-04     1.06840e-03
 650     4.47291e-01     3.53126e-03     1.31665e-03     2.68119e-02    -1.85660e-04     1.08641e-03
 651     4.35499e-01     3.47074e-03     1.29436e-03     2.60633e-02    -1.19801e-04     1.12667e-03
 652     4.26436e-01     3.39497e-03     1.25730e-03     2.53618e-02    -1.60297e-05     1.19526e-03
 653     4.20191e-01     3.31597e-03     1.20949e-03     2.47456e-02     1.13580e-04     1.28970e-03
 654     4.16709e-01     3.24232e-03     1.15428e-03     2.42499e-02     2.54883e-04     1.40154e-03
 655     4.16010e-01     3.18068e-03     1.09477e-03     2.39148e-02     3.93180e-04     1.51943e-03
 656     4.18067e-01     3.13514e-03     1.03337e-03     2.37736e-02     5.14410e-04     1.63053e-03
 657     4.22771e-01     3.10743e-03     9.71709e-04     2.38474e-02     6.05902e-04     1.72144e-03
 658     4.30036e-01     3.09844e-03     9.11057e-04     2.41490e-02     6.57157e-04     1.77912e-03
 659     4.39804e-01     3.10878e-03     8.52386e-04     2.46803e-02     6.60480e-04     1.79126e-03
 660     4.51933e-01     3.13845e-03     7.96349e-04     2.54245e-02     6.11456e-04     1.74614e-03
 661     4.66152e-01     3.18683e-03     7.43445e-04     2.63422e-02     5.09626e-04     1.63306e-03
 662     4.82266e-01     3.25404e-03     6.94573e-04     2.73830e-02     3.59497e-04     1.44415e-03
 663     4.99858e-01     3.33861e-03     6.50671e-04     2.84710e-02     1.70650e-04     1.17486e-03
 664     5.18479e-01     3.43815e-03     6.13059e-04     2.95216e-02    -4.21489e-05     8.26371e-04
 665     5.37527e-01     3.54794e-03     5.83157e-04     3.04431e-02    -2.60054e-04     4.07011e-04
 666     5.56263e-01     3.66054e-03     5.62245e-04     3.11506e-02    -4.62152e-04    -6.64791e-05
 667     5.73819e-01     3.76572e-03     5.51083e-04     3.15776e-02    -6.28358e-04    -5.68887e-04
 668     5.89190e-01     3.85118e-03     5.49488e-04     3.16864e-02    -7.42614e-04    -1.06793e-03
 669     6.01440e-01     3.90512e-03     5.56218e-04     3.14814e-02    -7.95865e-04    -1.52761e-03
 670     6.09594e-01     3.91735e-03     5.68803e-04     3.09983e-02    -7.87395e-04    -1.91235e-03
 671     6.13068e-01     3.88366e-03     5.84201e-04     3.03127e-02    -7.25041e-04    -2.19277e-03
 672     6.11572e-01     3.80598e-03     5.99247e-04     2.95151e-02    -6.22972e-04    -2.34961e-03
 673     6.05457e-01     3.69438e-03     6.11686e-04     2.87096e-02    -4.98822e-04    -2.37734e-03
 674     5.95620e-01     3.56496e-03     6.20719e-04     2.79951e-02    -3.70052e-04    -2.28397e-03
 675     5.83294e-01     3.43664e-03     6.27180e-04     2.74507e-02    -2.51096e-04    -2.08808e-03
 676     5.70030e-01     3.32917e-03     6.33598e-04     2.71398e-02    -1.52032e-04    -1.81549e-03
 677     5.57484e-01     3.26059e-03     6.43792e-04     2.71092e-02    -7.84440e-05    -1.49493e-03
 678     5.47094e-01     3.24486e-03     6.62181e-04     2.73854e-02    -3.22845e-05    -1.15459e-03
 679     5.40102e-01     3.29199e-03     6.93380e-04     2.79826e-02    -1.32184e-05    -8.21275e-04
 680     5.37442e-01     3.40750e-03     7.41607e-04     2.89013e-02    -1.97745e-05    -5.20468e-04
 681     5.39669e-01     3.59172e-03     8.09981e-04     3.01231e-02    -5.00847e-05    -2.77251e-04
 682     5.46812e-01     3.83805e-03     8.99459e-04     3.15985e-02    -1.02050e-04    -1.16845e-04
 683     5.58327e-01     4.13143e-03     1.00764e-03     3.32387e-02    -1.72949e-04    -6.34245e-05
 684     5.72721e-01     4.44473e-03     1.12696e-03     3.48931e-02    -2.58570e-04    -1.35734e-04
 685     5.87738e-01     4.74067e-03     1.24431e-03     3.63651e-02    -3.52416e-04    -3.39510e-04
 686     6.00698e-01     4.97779e-03     1.34253e-03     3.74481e-02    -4.45701e-04    -6.59302e-04
 687     6.09319e-01     5.12274e-03     1.40486e-03     3.79943e-02    -5.28837e-04    -1.05587e-03
 688     6.12435e-01     5.16129e-03     1.42010e-03     3.79675e-02    -5.93913e-04    -1.47388e-03
 689     6.10952e-01     5.10768e-03     1.38731e-03     3.74937e-02    -6.37516e-04    -1.85947e-03
 690     6.07398e-01     4.99717e-03     1.31441e-03     3.68096e-02    -6.61223e-04    -2.17618e-03
 691     6.05562e-01     4.87679e-03     1.21438e-03     3.62165e-02    -6.70667e-04    -2.41267e-03
 692     6.09939e-01     4.79547e-03     1.10003e-03     3.60338e-02    -6.73570e-04    -2.57947e-03
 693     6.26544e-01     4.80759e-03     9.81512e-04     3.66469e-02    -6.79213e-04    -2.70476e-03
 694     6.64940e-01     4.98731e-03     8.64592e-04     3.86363e-02    -6.99462e-04    -2.83281e-03
 695     7.45911e-01     5.48457e-03     7.50623e-04     4.32435e-02    -7.55504e-04    -3.04268e-03
 696     9.29749e-01     6.72710e-03     6.32704e-04     5.40738e-02    -9.03306e-04    -3.53067e-03
 697     1.51289e+00     1.08166e-02     4.68498e-04     8.88852e-02    -1.41084e-03    -5.20364e-03
 698     6.12453e+01     4.34534e-01    -8.23811e-03     3.66911e+00    -5.51650e-02    -1.85475e-01
 699    -9.90388e-01    -7.00150e-03     7.03295e-04    -6.13378e-02     8.74071e-04     2.55921e-03
 700    -3.65065e-01    -2.58117e-03     5.63907e-04    -2.39079e-02     3.24595e-04     7.74626e-04
