#    L    TT             EE             BB             TE         
   352    2.44634E+03    1.84338E+01    2.02567E-04    8.78246E+01
   353    2.42155E+03    1.85803E+01    2.01641E-04    8.63266E+01
   354    2.39714E+03    1.87246E+01    2.00787E-04    8.48041E+01
   355    2.37312E+03    1.88662E+01    2.00003E-04    8.32564E+01
   356    2.34949E+03    1.90053E+01    1.99286E-04    8.16841E+01
   357    2.32625E+03    1.91418E+01    1.98635E-04    8.00880E+01
   358    2.30340E+03    1.92757E+01    1.98048E-04    7.84689E+01
   359    2.28096E+03    1.94066E+01    1.97521E-04    7.68268E+01
   360    2.25892E+03    1.95348E+01    1.97053E-04    7.51632E+01
   361    2.23728E+03    1.96600E+01    1.96642E-04    7.34769E+01
   362    2.21605E+03    1.97823E+01    1.96286E-04    7.17700E+01
   363    2.19525E+03    1.99015E+01    1.95982E-04    7.00430E+01
   364    2.17485E+03    2.00176E+01    1.95727E-04    6.82965E+01
   365    2.15488E+03    2.01306E+01    1.95521E-04    6.65314E+01
   366    2.13533E+03    2.02404E+01    1.95360E-04    6.47486E+01
   367    2.11622E+03    2.03469E+01    1.95243E-04    6.29486E+01
   368    2.09753E+03    2.04501E+01    1.95167E-04    6.11324E+01
   369    2.07927E+03    2.05502E+01    1.95130E-04    5.93007E+01
   370    2.06146E+03    2.06467E+01    1.95130E-04    5.74542E+01
   371    2.04408E+03    2.07399E+01    1.95165E-04    5.55938E+01
   372    2.02714E+03    2.08295E+01    1.95231E-04    5.37202E+01
   373    2.01064E+03    2.09157E+01    1.95328E-04    5.18342E+01
   374    1.99459E+03    2.09984E+01    1.95453E-04    4.99365E+01
   375    1.97897E+03    2.10775E+01    1.95604E-04    4.80279E+01
   376    1.96380E+03    2.11530E+01    1.95779E-04    4.61092E+01
   377    1.94907E+03    2.12248E+01    1.95974E-04    4.41811E+01
   378    1.93479E+03    2.12928E+01    1.96189E-04    4.22443E+01
   379    1.92096E+03    2.13571E+01    1.96421E-04    4.02997E+01
   380    1.90758E+03    2.14176E+01    1.96668E-04    3.83479E+01
   381    1.89465E+03    2.14742E+01    1.96927E-04    3.63898E+01
   382    1.88217E+03    2.15269E+01    1.97197E-04    3.44260E+01
   383    1.87014E+03    2.15757E+01    1.97474E-04    3.24574E+01
   384    1.85856E+03    2.16206E+01    1.97758E-04    3.04850E+01
   385    1.84742E+03    2.16615E+01    1.98045E-04    2.85094E+01
   386    1.83674E+03    2.16985E+01    1.98334E-04    2.65316E+01
   387    1.82650E+03    2.17316E+01    1.98622E-04    2.45524E+01
   388    1.81671E+03    2.17608E+01    1.98907E-04    2.25727E+01
   389    1.80736E+03    2.17861E+01    1.99187E-04    2.05933E+01
   390    1.79846E+03    2.18074E+01    1.99459E-04    1.86149E+01
   391    1.79000E+03    2.18247E+01    1.99722E-04    1.66386E+01
   392    1.78197E+03    2.18380E+01    1.99974E-04    1.46650E+01
   393    1.77439E+03    2.18474E+01    2.00211E-04    1.26948E+01
