#    L    TT             EE             BB             TE             PP             PT             PE         
  2102    2.05090E+02    4.98651E+00    4.81876E-02   -7.45997E+00    1.86994E-09    6.51132E-07    2.24736E-09
  2103    2.04512E+02    4.98037E+00    4.81398E-02   -7.33914E+00    1.86835E-09    6.49137E-07    2.88136E-09
  2104    2.03929E+02    4.97483E+00    4.80919E-02   -7.21942E+00    1.86676E-09    6.47042E-07    3.51416E-09
  2105    2.03342E+02    4.96990E+00    4.80438E-02   -7.10084E+00    1.86517E-09    6.44851E-07    4.14563E-09
  2106    2.02748E+02    4.96554E+00    4.79957E-02   -6.98341E+00    1.86358E-09    6.42566E-07    4.77566E-09
  2107    2.02151E+02    4.96178E+00    4.79475E-02   -6.86719E+00    1.86200E-09    6.40189E-07    5.40410E-09
  2108    2.01548E+02    4.95860E+00    4.78992E-02   -6.75220E+00    1.86042E-09    6.37723E-07    6.03083E-09
  2109    2.00941E+02    4.95599E+00    4.78508E-02   -6.63847E+00    1.85884E-09    6.35169E-07    6.65573E-09
  2110    2.00329E+02    4.95395E+00    4.78023E-02   -6.52603E+00    1.85726E-09    6.32531E-07    7.27866E-09
  2111    1.99714E+02    4.95247E+00    4.77537E-02   -6.41492E+00    1.85569E-09    6.29810E-07    7.89949E-09
  2112    1.99094E+02    4.95154E+00    4.77051E-02   -6.30516E+00    1.85411E-09    6.27009E-07    8.51810E-09
  2113    1.98470E+02    4.95116E+00    4.76563E-02   -6.19677E+00    1.85254E-09    6.24130E-07    9.13437E-09
  2114    1.97842E+02    4.95133E+00    4.76075E-02   -6.08980E+00    1.85097E-09    6.21175E-07    9.74815E-09
  2115    1.97210E+02    4.95201E+00    4.75586E-02   -5.98424E+00    1.84940E-09    6.18147E-07    1.03593E-08
  2116    1.96575E+02    4.95323E+00    4.75096E-02   -5.88014E+00    1.84784E-09    6.15049E-07    1.09678E-08
  2117    1.95936E+02    4.95496E+00    4.74605E-02   -5.77751E+00    1.84627E-09    6.11882E-07    1.15733E-08
  2118    1.95293E+02    4.95720E+00    4.74113E-02   -5.67639E+00    1.84471E-09    6.08649E-07    1.21759E-08
  2119    1.94647E+02    4.95994E+00    4.73620E-02   -5.57679E+00    1.84315E-09    6.05352E-07    1.27754E-08
  2120    1.93997E+02    4.96317E+00    4.73127E-02   -5.47873E+00    1.84159E-09    6.01993E-07    1.33716E-08
  2121    1.93345E+02    4.96688E+00    4.72633E-02   -5.38224E+00    1.84004E-09    5.98576E-07    1.39644E-08
  2122    1.92689E+02    4.97107E+00    4.72138E-02   -5.28733E+00    1.83848E-09    5.95101E-07    1.45538E-08
  2123    1.92030E+02    4.97573E+00    4.71642E-02   -5.19403E+00    1.83693E-09    5.91572E-07    1.51395E-08
  2124    1.91370E+02    4.98084E+00    4.71146E-02   -5.10236E+00    1.83538E-09    5.87991E-07    1.57214E-08
  2125    1.90706E+02    4.98640E+00    4.70649E-02   -5.01233E+00    1.83383E-09    5.84360E-07    1.62994E-08
  2126    1.90040E+02    4.99240E+00    4.70151E-02   -4.92396E+00    1.83228E-09    5.80682E-07    1.68735E-08
  2127    1.89371E+02    4.99884E+00    4.69652E-02   -4.83728E+00    1.83074E-09    5.76959E-07    1.74434E-08
  2128    1.88700E+02    5.00569E+00    4.69153E-02   -4.75230E+00    1.82919E-09    5.73192E-07    1.80090E-08
  2129    1.88028E+02    5.01295E+00    4.68653E-02   -4.66902E+00    1.82765E-09    5.69386E-07    1.85702E-08
  2130    1.87352E+02    5.02062E+00    4.68152E-02   -4.58749E+00    1.82611E-09    5.65541E-07    1.91268E-08
  2131    1.86676E+02    5.02867E+00    4.67651E-02   -4.50770E+00    1.82458E-09    5.61660E-07    1.96788E-08
  2132    1.85997E+02    5.03712E+00    4.67149E-02   -4.42969E+00    1.82304E-09    5.57746E-07    2.02261E-08
  2133    1.85316E+02    5.04593E+00    4.66646E-02   -4.35345E+00    1.82151E-09    5.53801E-07    2.07684E-08
  2134    1.84634E+02    5.05512E+00    4.66143E-02   -4.27900E+00    1.81998E-09    5.49827E-07    2.13056E-08
  2135    1.83951E+02    5.06465E+00    4.65639E-02   -4.20635E+00    1.81845E-09    5.45827E-07    2.18377E-08
  2136    1.83267E+02    5.07452E+00    4.65135E-02   -4.13551E+00    1.81692E-09    5.41802E-07    2.23645E-08
  2137    1.82581E+02    5.08473E+00    4.64630E-02   -4.06648E+00    1.81539E-09    5.37756E-07    2.28858E-08
  2138    1.81895E+02    5.09526E+00    4.64124E-02   -3.99927E+00    1.81387E-09    5.33690E-07    2.34016E-08
  2139    1.81208E+02    5.10611E+00    4.63618E-02   -3.93390E+00    1.81234E-09    5.29608E-07    2.39117E-08
  2140    1.80520E+02    5.11726E+00    4.63112E-02   -3.87038E+00    1.81082E-09    5.25510E-07    2.44160E-08
  2141    1.79832E+02    5.12870E+00    4.62605E-02   -3.80871E+00    1.80930E-09    5.21400E-07    2.49144E-08
  2142    1.79144E+02    5.14043E+00    4.62097E-02   -3.74889E+00    1.80779E-09    5.17280E-07    2.54067E-08
  2143    1.78455E+02    5.15243E+00    4.61589E-02   -3.69093E+00    1.80627E-09    5.13152E-07    2.58927E-08
  2144    1.77766E+02    5.16469E+00    4.61081E-02   -3.63484E+00    1.80476E-09    5.09019E-07    2.63725E-08
  2145    1.77077E+02    5.17721E+00    4.60572E-02   -3.58063E+00    1.80325E-09    5.04883E-07    2.68458E-08
  2146    1.76388E+02    5.18995E+00    4.60063E-02   -3.52830E+00    1.80174E-09    5.00746E-07    2.73125E-08
  2147    1.75699E+02    5.20293E+00    4.59553E-02   -3.47785E+00    1.80023E-09    4.96611E-07    2.77725E-08
  2148    1.75011E+02    5.21613E+00    4.59043E-02   -3.42930E+00    1.79872E-09    4.92479E-07    2.82257E-08
  2149    1.74323E+02    5.22953E+00    4.58533E-02   -3.38262E+00    1.79722E-09    4.88354E-07    2.86718E-08
  2150    1.73636E+02    5.24314E+00    4.58022E-02   -3.33784E+00    1.79571E-09    4.84238E-07    2.91109E-08
  2151    1.72949E+02    5.25692E+00    4.57511E-02   -3.29495E+00    1.79421E-09    4.80132E-07    2.95428E-08
  2152    1.72263E+02    5.27088E+00    4.57000E-02   -3.25395E+00    1.79271E-09    4.76039E-07    2.99675E-08
  2153    1.71578E+02    5.28500E+00    4.56489E-02   -3.21485E+00    1.79122E-09    4.71960E-07    3.03851E-08
  2154    1.70893E+02    5.29927E+00    4.55977E-02   -3.17764E+00    1.78972E-09    4.67897E-07    3.07956E-08
  2155    1.70211E+02    5.31370E+00    4.55465E-02   -3.14232E+00    1.78823E-09    4.63852E-07    3.11990E-08
  2156    1.69529E+02    5.32824E+00    4.54953E-02   -3.10888E+00    1.78674E-09    4.59825E-07    3.15954E-08
  2157    1.68849E+02    5.34291E+00    4.54441E-02   -3.07731E+00    1.78525E-09    4.55820E-07    3.19848E-08
  2158    1.68170E+02    5.35769E+00    4.53929E-02   -3.04762E+00    1.78376E-09    4.51837E-07    3.23673E-08
  2159    1.67493E+02    5.37257E+00    4.53416E-02   -3.01979E+00    1.78227E-09    4.47878E-07    3.27430E-08
  2160    1.66817E+02    5.38754E+00    4.52903E-02   -2.99383E+00    1.78079E-09    4.43945E-07    3.31117E-08
  2161    1.66143E+02    5.40258E+00    4.52391E-02   -2.96972E+00    1.77930E-09    4.40039E-07    3.34737E-08
  2162    1.65472E+02    5.41770E+00    4.51878E-02   -2.94746E+00    1.77782E-09    4.36163E-07    3.38289E-08
  2163    1.64802E+02    5.43288E+00    4.51365E-02   -2.92704E+00    1.77634E-09    4.32317E-07    3.41774E-08
  2164    1.64134E+02    5.44809E+00    4.50853E-02   -2.90845E+00    1.77487E-09    4.28503E-07    3.45193E-08
  2165    1.63468E+02    5.46334E+00    4.50340E-02   -2.89169E+00    1.77339E-09    4.24724E-07    3.48545E-08
  2166    1.62805E+02    5.47861E+00    4.49827E-02   -2.87675E+00    1.77192E-09    4.20980E-07    3.51831E-08
  2167    1.62145E+02    5.49390E+00    4.49315E-02   -2.86361E+00    1.77044E-09    4.17274E-07    3.55052E-08
  2168    1.61486E+02    5.50919E+00    4.48802E-02   -2.85227E+00    1.76897E-09    4.13606E-07    3.58208E-08
  2169    1.60830E+02    5.52446E+00    4.48290E-02   -2.84270E+00    1.76751E-09    4.09979E-07    3.61299E-08
  2170    1.60178E+02    5.53973E+00    4.47778E-02   -2.83488E+00    1.76604E-09    4.06394E-07    3.64326E-08
  2171    1.59527E+02    5.55497E+00    4.47266E-02   -2.82881E+00    1.76457E-09    4.02853E-07    3.67289E-08
  2172    1.58880E+02    5.57019E+00    4.46754E-02   -2.82445E+00    1.76311E-09    3.99358E-07    3.70189E-08
  2173    1.58236E+02    5.58536E+00    4.46242E-02   -2.82179E+00    1.76165E-09    3.95909E-07    3.73026E-08
  2174    1.57596E+02    5.60047E+00    4.45731E-02   -2.82081E+00    1.76019E-09    3.92510E-07    3.75801E-08
  2175    1.56959E+02    5.61553E+00    4.45220E-02   -2.82150E+00    1.75873E-09    3.89161E-07    3.78513E-08
  2176    1.56325E+02    5.63051E+00    4.44709E-02   -2.82385E+00    1.75727E-09    3.85864E-07    3.81164E-08
  2177    1.55695E+02    5.64543E+00    4.44199E-02   -2.82782E+00    1.75582E-09    3.82621E-07    3.83754E-08
  2178    1.55068E+02    5.66024E+00    4.43689E-02   -2.83342E+00    1.75437E-09    3.79434E-07    3.86283E-08
  2179    1.54444E+02    5.67496E+00    4.43179E-02   -2.84062E+00    1.75292E-09    3.76303E-07    3.88752E-08
  2180    1.53825E+02    5.68956E+00    4.42669E-02   -2.84942E+00    1.75147E-09    3.73231E-07    3.91161E-08
  2181    1.53209E+02    5.70404E+00    4.42160E-02   -2.85978E+00    1.75002E-09    3.70219E-07    3.93511E-08
  2182    1.52598E+02    5.71839E+00    4.41652E-02   -2.87170E+00    1.74857E-09    3.67270E-07    3.95801E-08
  2183    1.51990E+02    5.73261E+00    4.41144E-02   -2.88515E+00    1.74713E-09    3.64384E-07    3.98033E-08
  2184    1.51386E+02    5.74668E+00    4.40636E-02   -2.90010E+00    1.74568E-09    3.61563E-07    4.00206E-08
  2185    1.50787E+02    5.76060E+00    4.40129E-02   -2.91654E+00    1.74424E-09    3.58809E-07    4.02322E-08
  2186    1.50191E+02    5.77435E+00    4.39622E-02   -2.93444E+00    1.74280E-09    3.56124E-07    4.04381E-08
  2187    1.49601E+02    5.78793E+00    4.39116E-02   -2.95378E+00    1.74137E-09    3.53509E-07    4.06382E-08
  2188    1.49014E+02    5.80134E+00    4.38610E-02   -2.97453E+00    1.73993E-09    3.50966E-07    4.08327E-08
  2189    1.48431E+02    5.81455E+00    4.38105E-02   -2.99669E+00    1.73850E-09    3.48497E-07    4.10216E-08
  2190    1.47854E+02    5.82757E+00    4.37601E-02   -3.02021E+00    1.73706E-09    3.46102E-07    4.12050E-08
  2191    1.47281E+02    5.84037E+00    4.37097E-02   -3.04510E+00    1.73563E-09    3.43785E-07    4.13828E-08
  2192    1.46713E+02    5.85297E+00    4.36594E-02   -3.07131E+00    1.73421E-09    3.41546E-07    4.15551E-08
  2193    1.46149E+02    5.86534E+00    4.36092E-02   -3.09883E+00    1.73278E-09    3.39386E-07    4.17221E-08
  2194    1.45589E+02    5.87748E+00    4.35590E-02   -3.12764E+00    1.73135E-09    3.37309E-07    4.18836E-08
  2195    1.45035E+02    5.88938E+00    4.35089E-02   -3.15773E+00    1.72993E-09    3.35315E-07    4.20398E-08
  2196    1.44485E+02    5.90102E+00    4.34588E-02   -3.18905E+00    1.72851E-09    3.33406E-07    4.21906E-08
  2197    1.43941E+02    5.91241E+00    4.34088E-02   -3.22158E+00    1.72709E-09    3.31584E-07    4.23362E-08
  2198    1.43401E+02    5.92354E+00    4.33589E-02   -3.25529E+00    1.72567E-09    3.29850E-07    4.24766E-08
  2199    1.42866E+02    5.93440E+00    4.33091E-02   -3.29016E+00    1.72425E-09    3.28207E-07    4.26118E-08
  2200    1.42336E+02    5.94499E+00    4.32594E-02   -3.32615E+00    1.72283E-09    3.26654E-07    4.27418E-08
  2201    1.41812E+02    5.95529E+00    4.32097E-02   -3.36325E+00    1.72142E-09    3.25194E-07    4.28668E-08
  2202    1.41293E+02    5.96531E+00    4.31601E-02   -3.40141E+00    1.72001E-09    3.23821E-07    4.29868E-08
  2203    1.40778E+02    5.97504E+00    4.31106E-02   -3.44063E+00    1.71860E-09    3.22527E-07    4.31017E-08
  2204    1.40270E+02    5.98447E+00    4.30612E-02   -3.48085E+00    1.71719E-09    3.21307E-07    4.32118E-08
  2205    1.39766E+02    5.99359E+00    4.30119E-02   -3.52207E+00    1.71578E-09    3.20155E-07    4.33170E-08
  2206    1.39268E+02    6.00240E+00    4.29626E-02   -3.56427E+00    1.71438E-09    3.19062E-07    4.34175E-08
  2207    1.38775E+02    6.01089E+00    4.29135E-02   -3.60741E+00    1.71297E-09    3.18024E-07    4.35133E-08
  2208    1.38287E+02    6.01904E+00    4.28644E-02   -3.65147E+00    1.71157E-09    3.17033E-07    4.36044E-08
  2209    1.37805E+02    6.02687E+00    4.28154E-02   -3.69642E+00    1.71017E-09    3.16084E-07    4.36909E-08
  2210    1.37329E+02    6.03435E+00    4.27665E-02   -3.74224E+00    1.70877E-09    3.15168E-07    4.37729E-08
  2211    1.36857E+02    6.04150E+00    4.27177E-02   -3.78890E+00    1.70737E-09    3.14280E-07    4.38505E-08
  2212    1.36391E+02    6.04830E+00    4.26690E-02   -3.83636E+00    1.70598E-09    3.13414E-07    4.39237E-08
  2213    1.35931E+02    6.05474E+00    4.26204E-02   -3.88460E+00    1.70458E-09    3.12562E-07    4.39925E-08
  2214    1.35476E+02    6.06084E+00    4.25719E-02   -3.93358E+00    1.70319E-09    3.11719E-07    4.40571E-08
  2215    1.35026E+02    6.06657E+00    4.25235E-02   -3.98329E+00    1.70180E-09    3.10877E-07    4.41175E-08
  2216    1.34583E+02    6.07193E+00    4.24752E-02   -4.03367E+00    1.70041E-09    3.10030E-07    4.41738E-08
  2217    1.34145E+02    6.07693E+00    4.24270E-02   -4.08471E+00    1.69903E-09    3.09171E-07    4.42260E-08
  2218    1.33712E+02    6.08156E+00    4.23789E-02   -4.13638E+00    1.69764E-09    3.08295E-07    4.42742E-08
  2219    1.33284E+02    6.08582E+00    4.23309E-02   -4.18865E+00    1.69626E-09    3.07394E-07    4.43185E-08
  2220    1.32863E+02    6.08971E+00    4.22830E-02   -4.24148E+00    1.69487E-09    3.06461E-07    4.43589E-08
  2221    1.32447E+02    6.09321E+00    4.22353E-02   -4.29486E+00    1.69349E-09    3.05492E-07    4.43955E-08
  2222    1.32036E+02    6.09633E+00    4.21876E-02   -4.34874E+00    1.69211E-09    3.04477E-07    4.44283E-08
  2223    1.31632E+02    6.09907E+00    4.21400E-02   -4.40310E+00    1.69074E-09    3.03413E-07    4.44575E-08
  2224    1.31233E+02    6.10143E+00    4.20926E-02   -4.45791E+00    1.68936E-09    3.02290E-07    4.44831E-08
  2225    1.30839E+02    6.10338E+00    4.20452E-02   -4.51315E+00    1.68798E-09    3.01104E-07    4.45051E-08
  2226    1.30451E+02    6.10495E+00    4.19980E-02   -4.56878E+00    1.68661E-09    2.99848E-07    4.45236E-08
  2227    1.30069E+02    6.10612E+00    4.19508E-02   -4.62477E+00    1.68524E-09    2.98514E-07    4.45387E-08
  2228    1.29692E+02    6.10689E+00    4.19038E-02   -4.68110E+00    1.68387E-09    2.97097E-07    4.45504E-08
  2229    1.29320E+02    6.10725E+00    4.18569E-02   -4.73773E+00    1.68250E-09    2.95590E-07    4.45588E-08
  2230    1.28954E+02    6.10720E+00    4.18101E-02   -4.79464E+00    1.68114E-09    2.93987E-07    4.45640E-08
  2231    1.28594E+02    6.10675E+00    4.17635E-02   -4.85180E+00    1.67977E-09    2.92280E-07    4.45661E-08
  2232    1.28239E+02    6.10589E+00    4.17169E-02   -4.90917E+00    1.67841E-09    2.90464E-07    4.45650E-08
  2233    1.27890E+02    6.10462E+00    4.16705E-02   -4.96674E+00    1.67705E-09    2.88531E-07    4.45609E-08
  2234    1.27546E+02    6.10295E+00    4.16242E-02   -5.02446E+00    1.67569E-09    2.86475E-07    4.45539E-08
  2235    1.27207E+02    6.10087E+00    4.15780E-02   -5.08230E+00    1.67433E-09    2.84290E-07    4.45439E-08
  2236    1.26875E+02    6.09840E+00    4.15319E-02   -5.14024E+00    1.67297E-09    2.81970E-07    4.45311E-08
  2237    1.26547E+02    6.09552E+00    4.14859E-02   -5.19826E+00    1.67162E-09    2.79506E-07    4.45155E-08
  2238    1.26225E+02    6.09225E+00    4.14401E-02   -5.25631E+00    1.67026E-09    2.76894E-07    4.44972E-08
  2239    1.25908E+02    6.08856E+00    4.13944E-02   -5.31437E+00    1.66891E-09    2.74127E-07    4.44762E-08
  2240    1.25597E+02    6.08448E+00    4.13488E-02   -5.37243E+00    1.66756E-09    2.71197E-07    4.44526E-08
  2241    1.25290E+02    6.07998E+00    4.13033E-02   -5.43043E+00    1.66621E-09    2.68098E-07    4.44266E-08
  2242    1.24990E+02    6.07508E+00    4.12580E-02   -5.48838E+00    1.66486E-09    2.64825E-07    4.43980E-08
  2243    1.24694E+02    6.06978E+00    4.12127E-02   -5.54622E+00    1.66352E-09    2.61369E-07    4.43671E-08
  2244    1.24404E+02    6.06407E+00    4.11676E-02   -5.60395E+00    1.66217E-09    2.57726E-07    4.43338E-08
  2245    1.24119E+02    6.05794E+00    4.11227E-02   -5.66152E+00    1.66083E-09    2.53887E-07    4.42983E-08
  2246    1.23838E+02    6.05141E+00    4.10778E-02   -5.71893E+00    1.65949E-09    2.49847E-07    4.42606E-08
  2247    1.23563E+02    6.04449E+00    4.10331E-02   -5.77613E+00    1.65815E-09    2.45600E-07    4.42207E-08
  2248    1.23293E+02    6.03715E+00    4.09885E-02   -5.83311E+00    1.65681E-09    2.41138E-07    4.41788E-08
  2249    1.23028E+02    6.02942E+00    4.09440E-02   -5.88983E+00    1.65547E-09    2.36454E-07    4.41348E-08
  2250    1.22768E+02    6.02128E+00    4.08997E-02   -5.94628E+00    1.65414E-09    2.31544E-07    4.40889E-08
  2251    1.22513E+02    6.01275E+00    4.08555E-02   -6.00242E+00    1.65281E-09    2.26402E-07    4.40411E-08
  2252    1.22262E+02    6.00381E+00    4.08114E-02   -6.05823E+00    1.65147E-09    2.21040E-07    4.39913E-08
  2253    1.22016E+02    5.99448E+00    4.07674E-02   -6.11369E+00    1.65014E-09    2.15471E-07    4.39394E-08
  2254    1.21776E+02    5.98476E+00    4.07236E-02   -6.16877E+00    1.64881E-09    2.09709E-07    4.38853E-08
  2255    1.21539E+02    5.97462E+00    4.06799E-02   -6.22346E+00    1.64749E-09    2.03768E-07    4.38289E-08
  2256    1.21307E+02    5.96410E+00    4.06363E-02   -6.27772E+00    1.64616E-09    1.97660E-07    4.37700E-08
  2257    1.21080E+02    5.95318E+00    4.05929E-02   -6.33154E+00    1.64484E-09    1.91400E-07    4.37085E-08
  2258    1.20858E+02    5.94186E+00    4.05495E-02   -6.38489E+00    1.64351E-09    1.85001E-07    4.36444E-08
  2259    1.20640E+02    5.93015E+00    4.05063E-02   -6.43775E+00    1.64219E-09    1.78477E-07    4.35774E-08
  2260    1.20426E+02    5.91805E+00    4.04633E-02   -6.49010E+00    1.64087E-09    1.71842E-07    4.35076E-08
  2261    1.20217E+02    5.90557E+00    4.04203E-02   -6.54192E+00    1.63956E-09    1.65109E-07    4.34348E-08
  2262    1.20012E+02    5.89272E+00    4.03775E-02   -6.59318E+00    1.63824E-09    1.58291E-07    4.33588E-08
  2263    1.19811E+02    5.87950E+00    4.03348E-02   -6.64388E+00    1.63692E-09    1.51403E-07    4.32796E-08
  2264    1.19614E+02    5.86591E+00    4.02922E-02   -6.69397E+00    1.63561E-09    1.44458E-07    4.31970E-08
  2265    1.19422E+02    5.85197E+00    4.02498E-02   -6.74344E+00    1.63430E-09    1.37470E-07    4.31110E-08
  2266    1.19234E+02    5.83767E+00    4.02075E-02   -6.79231E+00    1.63299E-09    1.30451E-07    4.30214E-08
  2267    1.19049E+02    5.82302E+00    4.01653E-02   -6.84047E+00    1.63168E-09    1.23417E-07    4.29281E-08
  2268    1.18868E+02    5.80803E+00    4.01232E-02   -6.88798E+00    1.63037E-09    1.16380E-07    4.28310E-08
  2269    1.18691E+02    5.79269E+00    4.00813E-02   -6.93477E+00    1.62906E-09    1.09354E-07    4.27300E-08
  2270    1.18518E+02    5.77701E+00    4.00395E-02   -6.98092E+00    1.62776E-09    1.02353E-07    4.26249E-08
  2271    1.18349E+02    5.76099E+00    3.99978E-02   -7.02631E+00    1.62646E-09    9.53903E-08    4.25157E-08
  2272    1.18184E+02    5.74463E+00    3.99562E-02   -7.07095E+00    1.62515E-09    8.84795E-08    4.24022E-08
  2273    1.18022E+02    5.72795E+00    3.99147E-02   -7.11485E+00    1.62385E-09    8.16343E-08    4.22844E-08
  2274    1.17863E+02    5.71093E+00    3.98734E-02   -7.15794E+00    1.62256E-09    7.48684E-08    4.21621E-08
  2275    1.17708E+02    5.69361E+00    3.98322E-02   -7.20025E+00    1.62126E-09    6.81953E-08    4.20351E-08
  2276    1.17557E+02    5.67597E+00    3.97910E-02   -7.24178E+00    1.61996E-09    6.16287E-08    4.19035E-08
  2277    1.17408E+02    5.65802E+00    3.97501E-02   -7.28247E+00    1.61867E-09    5.51821E-08    4.17670E-08
  2278    1.17262E+02    5.63979E+00    3.97092E-02   -7.32234E+00    1.61738E-09    4.88693E-08    4.16256E-08
  2279    1.17120E+02    5.62125E+00    3.96684E-02   -7.36138E+00    1.61609E-09    4.27038E-08    4.14792E-08
  2280    1.16982E+02    5.60242E+00    3.96278E-02   -7.39955E+00    1.61480E-09    3.66993E-08    4.13275E-08
  2281    1.16846E+02    5.58331E+00    3.95873E-02   -7.43678E+00    1.61351E-09    3.08693E-08    4.11706E-08
  2282    1.16713E+02    5.56392E+00    3.95468E-02   -7.47314E+00    1.61222E-09    2.52275E-08    4.10083E-08
  2283    1.16582E+02    5.54425E+00    3.95065E-02   -7.50866E+00    1.61093E-09    1.97876E-08    4.08405E-08
  2284    1.16455E+02    5.52431E+00    3.94663E-02   -7.54318E+00    1.60965E-09    1.45631E-08    4.06671E-08
  2285    1.16330E+02    5.50409E+00    3.94262E-02   -7.57680E+00    1.60837E-09    9.56770E-09    4.04879E-08
  2286    1.16208E+02    5.48362E+00    3.93863E-02   -7.60946E+00    1.60709E-09    4.81497E-09    4.03029E-08
  2287    1.16088E+02    5.46290E+00    3.93464E-02   -7.64122E+00    1.60581E-09    3.18551E-10    4.01119E-08
  2288    1.15971E+02    5.44191E+00    3.93066E-02   -7.67196E+00    1.60453E-09   -3.90793E-09    3.99148E-08
  2289    1.15856E+02    5.42070E+00    3.92669E-02   -7.70175E+00    1.60325E-09   -7.85085E-09    3.97116E-08
  2290    1.15744E+02    5.39925E+00    3.92274E-02   -7.73053E+00    1.60198E-09   -1.14966E-08    3.95021E-08
  2291    1.15634E+02    5.37758E+00    3.91879E-02   -7.75838E+00    1.60070E-09   -1.48315E-08    3.92861E-08
  2292    1.15526E+02    5.35568E+00    3.91486E-02   -7.78523E+00    1.59943E-09   -1.78420E-08    3.90636E-08
  2293    1.15420E+02    5.33359E+00    3.91093E-02   -7.81101E+00    1.59816E-09   -2.05145E-08    3.88345E-08
  2294    1.15317E+02    5.31129E+00    3.90701E-02   -7.83589E+00    1.59689E-09   -2.28353E-08    3.85987E-08
  2295    1.15215E+02    5.28879E+00    3.90311E-02   -7.85963E+00    1.59562E-09   -2.47908E-08    3.83559E-08
  2296    1.15115E+02    5.26610E+00    3.89921E-02   -7.88240E+00    1.59436E-09   -2.63674E-08    3.81062E-08
  2297    1.15016E+02    5.24322E+00    3.89532E-02   -7.90413E+00    1.59309E-09   -2.75515E-08    3.78494E-08
  2298    1.14920E+02    5.22016E+00    3.89144E-02   -7.92490E+00    1.59183E-09   -2.83294E-08    3.75853E-08
  2299    1.14826E+02    5.19692E+00    3.88757E-02   -7.94456E+00    1.59057E-09   -2.86875E-08    3.73140E-08
  2300    1.14732E+02    5.17351E+00    3.88371E-02   -7.96312E+00    1.58931E-09   -2.86122E-08    3.70352E-08
  2301    1.14640E+02    5.14994E+00    3.87986E-02   -7.98072E+00    1.58805E-09   -2.80947E-08    3.67490E-08
  2302    1.14550E+02    5.12621E+00    3.87602E-02   -7.99715E+00    1.58679E-09   -2.71452E-08    3.64554E-08
  2303    1.14461E+02    5.10233E+00    3.87218E-02   -8.01264E+00    1.58553E-09   -2.57790E-08    3.61546E-08
  2304    1.14373E+02    5.07830E+00    3.86836E-02   -8.02697E+00    1.58428E-09   -2.40112E-08    3.58470E-08
  2305    1.14287E+02    5.05414E+00    3.86454E-02   -8.04028E+00    1.58302E-09   -2.18568E-08    3.55327E-08
  2306    1.14201E+02    5.02984E+00    3.86073E-02   -8.05250E+00    1.58177E-09   -1.93310E-08    3.52119E-08
  2307    1.14117E+02    5.00542E+00    3.85693E-02   -8.06364E+00    1.58052E-09   -1.64490E-08    3.48849E-08
  2308    1.14033E+02    4.98088E+00    3.85314E-02   -8.07369E+00    1.57927E-09   -1.32258E-08    3.45518E-08
  2309    1.13950E+02    4.95623E+00    3.84936E-02   -8.08266E+00    1.57802E-09   -9.67657E-09    3.42128E-08
  2310    1.13869E+02    4.93148E+00    3.84558E-02   -8.09062E+00    1.57678E-09   -5.81646E-09    3.38683E-08
  2311    1.13788E+02    4.90662E+00    3.84181E-02   -8.09750E+00    1.57553E-09   -1.66057E-09    3.35183E-08
  2312    1.13707E+02    4.88168E+00    3.83805E-02   -8.10322E+00    1.57429E-09    2.77598E-09    3.31632E-08
  2313    1.13627E+02    4.85665E+00    3.83430E-02   -8.10794E+00    1.57305E-09    7.47804E-09    3.28031E-08
  2314    1.13548E+02    4.83154E+00    3.83055E-02   -8.11164E+00    1.57181E-09    1.24305E-08    3.24382E-08
  2315    1.13469E+02    4.80636E+00    3.82681E-02   -8.11418E+00    1.57057E-09    1.76182E-08    3.20688E-08
  2316    1.13391E+02    4.78112E+00    3.82308E-02   -8.11571E+00    1.56933E-09    2.30261E-08    3.16951E-08
  2317    1.13312E+02    4.75582E+00    3.81936E-02   -8.11616E+00    1.56809E-09    2.86390E-08    3.13172E-08
  2318    1.13235E+02    4.73047E+00    3.81564E-02   -8.11551E+00    1.56686E-09    3.44418E-08    3.09354E-08
  2319    1.13157E+02    4.70506E+00    3.81193E-02   -8.11384E+00    1.56562E-09    4.04194E-08    3.05500E-08
  2320    1.13079E+02    4.67962E+00    3.80822E-02   -8.11115E+00    1.56439E-09    4.65566E-08    3.01611E-08
  2321    1.13001E+02    4.65414E+00    3.80453E-02   -8.10736E+00    1.56316E-09    5.28384E-08    2.97689E-08
  2322    1.12923E+02    4.62864E+00    3.80084E-02   -8.10255E+00    1.56193E-09    5.92495E-08    2.93737E-08
  2323    1.12846E+02    4.60312E+00    3.79715E-02   -8.09670E+00    1.56070E-09    6.57750E-08    2.89756E-08
  2324    1.12767E+02    4.57758E+00    3.79347E-02   -8.08981E+00    1.55947E-09    7.23995E-08    2.85750E-08
  2325    1.12689E+02    4.55205E+00    3.78980E-02   -8.08196E+00    1.55825E-09    7.91081E-08    2.81719E-08
  2326    1.12610E+02    4.52652E+00    3.78613E-02   -8.07306E+00    1.55702E-09    8.58856E-08    2.77666E-08
  2327    1.12531E+02    4.50100E+00    3.78247E-02   -8.06312E+00    1.55580E-09    9.27169E-08    2.73594E-08
  2328    1.12452E+02    4.47552E+00    3.77882E-02   -8.05226E+00    1.55458E-09    9.95868E-08    2.69504E-08
  2329    1.12373E+02    4.45005E+00    3.77517E-02   -8.04042E+00    1.55336E-09    1.06480E-07    2.65399E-08
