#    L    TT             EE             BB             TE             PP             PT             PE         
   445    1.90245E+03    1.71588E+01    5.69646E-02   -6.56017E+01    2.26531E-08    1.09693E-05    1.67096E-06
   446    1.91164E+03    1.69968E+01    5.71121E-02   -6.63909E+01    2.25833E-08    1.07357E-05    1.67141E-06
   447    1.92097E+03    1.68332E+01    5.72600E-02   -6.71462E+01    2.25138E-08    1.05063E-05    1.67112E-06
   448    1.93044E+03    1.66681E+01    5.74085E-02   -6.78672E+01    2.24446E-08    1.02813E-05    1.67007E-06
   449    1.94006E+03    1.65015E+01    5.75574E-02   -6.85539E+01    2.23757E-08    1.00608E-05    1.66821E-06
   450    1.94980E+03    1.63336E+01    5.77068E-02   -6.92062E+01    2.23070E-08    9.84489E-06    1.66554E-06
   451    1.95967E+03    1.61645E+01    5.78566E-02   -6.98240E+01    2.22387E-08    9.63364E-06    1.66203E-06
   452    1.96967E+03    1.59942E+01    5.80070E-02   -7.04070E+01    2.21707E-08    9.42704E-06    1.65769E-06
   453    1.97978E+03    1.58228E+01    5.81578E-02   -7.09551E+01    2.21030E-08    9.22502E-06    1.65254E-06
   454    1.98999E+03    1.56505E+01    5.83092E-02   -7.14682E+01    2.20356E-08    9.02754E-06    1.64661E-06
   455    2.00030E+03    1.54772E+01    5.84610E-02   -7.19461E+01    2.19684E-08    8.83454E-06    1.63991E-06
   456    2.01069E+03    1.53032E+01    5.86135E-02   -7.23885E+01    2.19016E-08    8.64595E-06    1.63247E-06
   457    2.02116E+03    1.51284E+01    5.87664E-02   -7.27954E+01    2.18350E-08    8.46173E-06    1.62430E-06
   458    2.03169E+03    1.49530E+01    5.89200E-02   -7.31665E+01    2.17687E-08    8.28181E-06    1.61543E-06
   459    2.04226E+03    1.47771E+01    5.90741E-02   -7.35018E+01    2.17028E-08    8.10613E-06    1.60587E-06
   460    2.05290E+03    1.46007E+01    5.92288E-02   -7.38015E+01    2.16371E-08    7.93465E-06    1.59565E-06
   461    2.06358E+03    1.44239E+01    5.93840E-02   -7.40647E+01    2.15717E-08    7.76729E-06    1.58479E-06
   462    2.07431E+03    1.42470E+01    5.95399E-02   -7.42938E+01    2.15065E-08    7.60401E-06    1.57330E-06
   463    2.08506E+03    1.40700E+01    5.96964E-02   -7.44873E+01    2.14417E-08    7.44475E-06    1.56121E-06
   464    2.09587E+03    1.38929E+01    5.98535E-02   -7.46460E+01    2.13771E-08    7.28945E-06    1.54854E-06
   465    2.10669E+03    1.37160E+01    6.00113E-02   -7.47698E+01    2.13128E-08    7.13805E-06    1.53531E-06
   466    2.11755E+03    1.35393E+01    6.01697E-02   -7.48595E+01    2.12488E-08    6.99049E-06    1.52153E-06
   467    2.12843E+03    1.33629E+01    6.03287E-02   -7.49143E+01    2.11850E-08    6.84672E-06    1.50724E-06
   468    2.13931E+03    1.31870E+01    6.04884E-02   -7.49351E+01    2.11216E-08    6.70668E-06    1.49244E-06
   469    2.15020E+03    1.30116E+01    6.06487E-02   -7.49218E+01    2.10584E-08    6.57031E-06    1.47716E-06
   470    2.16107E+03    1.28367E+01    6.08097E-02   -7.48745E+01    2.09954E-08    6.43756E-06    1.46142E-06
   471    2.17192E+03    1.26625E+01    6.09714E-02   -7.47924E+01    2.09328E-08    6.30836E-06    1.44524E-06
   472    2.18275E+03    1.24892E+01    6.11337E-02   -7.46769E+01    2.08704E-08    6.18266E-06    1.42865E-06
   473    2.19354E+03    1.23168E+01    6.12968E-02   -7.45268E+01    2.08083E-08    6.06041E-06    1.41165E-06
   474    2.20429E+03    1.21452E+01    6.14606E-02   -7.43440E+01    2.07464E-08    5.94154E-06    1.39427E-06
   475    2.21499E+03    1.19749E+01    6.16250E-02   -7.41273E+01    2.06848E-08    5.82601E-06    1.37654E-06
   476    2.22565E+03    1.18057E+01    6.17902E-02   -7.38773E+01    2.06235E-08    5.71374E-06    1.35846E-06
   477    2.23625E+03    1.16378E+01    6.19560E-02   -7.35948E+01    2.05624E-08    5.60468E-06    1.34007E-06
   478    2.24679E+03    1.14713E+01    6.21226E-02   -7.32798E+01    2.05016E-08    5.49878E-06    1.32138E-06
   479    2.25728E+03    1.13063E+01    6.22900E-02   -7.29333E+01    2.04411E-08    5.39598E-06    1.30242E-06
   480    2.26769E+03    1.11430E+01    6.24580E-02   -7.25548E+01    2.03808E-08    5.29622E-06    1.28319E-06
   481    2.27805E+03    1.09812E+01    6.26268E-02   -7.21449E+01    2.03207E-08    5.19944E-06    1.26373E-06
   482    2.28831E+03    1.08214E+01    6.27963E-02   -7.17041E+01    2.02609E-08    5.10559E-06    1.24406E-06
   483    2.29849E+03    1.06634E+01    6.29666E-02   -7.12326E+01    2.02014E-08    5.01461E-06    1.22418E-06
   484    2.30858E+03    1.05074E+01    6.31376E-02   -7.07309E+01    2.01421E-08    4.92644E-06    1.20414E-06
   485    2.31855E+03    1.03535E+01    6.33094E-02   -7.01993E+01    2.00831E-08    4.84103E-06    1.18393E-06
   486    2.32842E+03    1.02018E+01    6.34819E-02   -6.96381E+01    2.00243E-08    4.75831E-06    1.16360E-06
   487    2.33817E+03    1.00523E+01    6.36552E-02   -6.90478E+01    1.99658E-08    4.67823E-06    1.14314E-06
   488    2.34780E+03    9.90522E+00    6.38292E-02   -6.84287E+01    1.99075E-08    4.60073E-06    1.12260E-06
   489    2.35730E+03    9.76055E+00    6.40040E-02   -6.77815E+01    1.98494E-08    4.52576E-06    1.10198E-06
   490    2.36667E+03    9.61848E+00    6.41796E-02   -6.71066E+01    1.97916E-08    4.45326E-06    1.08130E-06
   491    2.37591E+03    9.47908E+00    6.43560E-02   -6.64046E+01    1.97341E-08    4.38316E-06    1.06059E-06
   492    2.38502E+03    9.34234E+00    6.45331E-02   -6.56758E+01    1.96767E-08    4.31542E-06    1.03987E-06
   493    2.39399E+03    9.20841E+00    6.47110E-02   -6.49209E+01    1.96197E-08    4.24998E-06    1.01916E-06
   494    2.40282E+03    9.07743E+00    6.48897E-02   -6.41402E+01    1.95628E-08    4.18677E-06    9.98476E-07
   495    2.41151E+03    8.94948E+00    6.50692E-02   -6.33345E+01    1.95062E-08    4.12574E-06    9.77839E-07
   496    2.42005E+03    8.82456E+00    6.52494E-02   -6.25041E+01    1.94498E-08    4.06684E-06    9.57270E-07
   497    2.42842E+03    8.70280E+00    6.54304E-02   -6.16496E+01    1.93937E-08    4.01000E-06    9.36790E-07
   498    2.43664E+03    8.58429E+00    6.56122E-02   -6.07716E+01    1.93378E-08    3.95517E-06    9.16419E-07
   499    2.44468E+03    8.46908E+00    6.57948E-02   -5.98706E+01    1.92821E-08    3.90229E-06    8.96177E-07
   500    2.45255E+03    8.35734E+00    6.59781E-02   -5.89471E+01    1.92266E-08    3.85131E-06    8.76086E-07
   501    2.46024E+03    8.24905E+00    6.61623E-02   -5.80017E+01    1.91714E-08    3.80217E-06    8.56160E-07
   502    2.46774E+03    8.14435E+00    6.63471E-02   -5.70351E+01    1.91164E-08    3.75485E-06    8.36401E-07
   503    2.47505E+03    8.04326E+00    6.65327E-02   -5.60477E+01    1.90616E-08    3.70932E-06    8.16806E-07
   504    2.48217E+03    7.94598E+00    6.67188E-02   -5.50406E+01    1.90071E-08    3.66558E-06    7.97371E-07
   505    2.48911E+03    7.85243E+00    6.69056E-02   -5.40142E+01    1.89528E-08    3.62361E-06    7.78094E-07
   506    2.49585E+03    7.76277E+00    6.70928E-02   -5.29692E+01    1.88987E-08    3.58338E-06    7.58970E-07
   507    2.50240E+03    7.67708E+00    6.72806E-02   -5.19062E+01    1.88448E-08    3.54487E-06    7.39998E-07
   508    2.50875E+03    7.59543E+00    6.74687E-02   -5.08261E+01    1.87911E-08    3.50808E-06    7.21174E-07
   509    2.51490E+03    7.51787E+00    6.76572E-02   -4.97295E+01    1.87377E-08    3.47297E-06    7.02494E-07
   510    2.52086E+03    7.44447E+00    6.78460E-02   -4.86170E+01    1.86845E-08    3.43954E-06    6.83955E-07
   511    2.52660E+03    7.37529E+00    6.80351E-02   -4.74894E+01    1.86315E-08    3.40776E-06    6.65555E-07
   512    2.53215E+03    7.31038E+00    6.82243E-02   -4.63472E+01    1.85787E-08    3.37761E-06    6.47289E-07
   513    2.53749E+03    7.24981E+00    6.84137E-02   -4.51913E+01    1.85261E-08    3.34908E-06    6.29156E-07
   514    2.54262E+03    7.19364E+00    6.86032E-02   -4.40222E+01    1.84738E-08    3.32215E-06    6.11151E-07
   515    2.54753E+03    7.14192E+00    6.87928E-02   -4.28406E+01    1.84216E-08    3.29681E-06    5.93271E-07
   516    2.55224E+03    7.09471E+00    6.89823E-02   -4.16474E+01    1.83697E-08    3.27302E-06    5.75514E-07
   517    2.55673E+03    7.05205E+00    6.91718E-02   -4.04431E+01    1.83180E-08    3.25078E-06    5.57876E-07
   518    2.56099E+03    7.01400E+00    6.93612E-02   -3.92285E+01    1.82665E-08    3.23006E-06    5.40354E-07
   519    2.56503E+03    6.98061E+00    6.95504E-02   -3.80044E+01    1.82152E-08    3.21085E-06    5.22944E-07
   520    2.56885E+03    6.95193E+00    6.97394E-02   -3.67714E+01    1.81641E-08    3.19313E-06    5.05644E-07
   521    2.57243E+03    6.92801E+00    6.99281E-02   -3.55302E+01    1.81133E-08    3.17688E-06    4.88451E-07
   522    2.57579E+03    6.90889E+00    7.01165E-02   -3.42817E+01    1.80626E-08    3.16208E-06    4.71360E-07
   523    2.57890E+03    6.89462E+00    7.03045E-02   -3.30264E+01    1.80122E-08    3.14872E-06    4.54370E-07
   524    2.58179E+03    6.88522E+00    7.04920E-02   -3.17652E+01    1.79619E-08    3.13677E-06    4.37477E-07
   525    2.58445E+03    6.88072E+00    7.06792E-02   -3.04987E+01    1.79119E-08    3.12622E-06    4.20677E-07
   526    2.58687E+03    6.88116E+00    7.08657E-02   -2.92277E+01    1.78620E-08    3.11705E-06    4.03967E-07
   527    2.58907E+03    6.88656E+00    7.10517E-02   -2.79528E+01    1.78124E-08    3.10924E-06    3.87345E-07
   528    2.59104E+03    6.89696E+00    7.12371E-02   -2.66749E+01    1.77630E-08    3.10278E-06    3.70807E-07
   529    2.59277E+03    6.91238E+00    7.14218E-02   -2.53946E+01    1.77138E-08    3.09763E-06    3.54350E-07
   530    2.59428E+03    6.93285E+00    7.16058E-02   -2.41127E+01    1.76648E-08    3.09380E-06    3.37970E-07
   531    2.59555E+03    6.95838E+00    7.17890E-02   -2.28300E+01    1.76159E-08    3.09125E-06    3.21665E-07
   532    2.59660E+03    6.98900E+00    7.19713E-02   -2.15473E+01    1.75673E-08    3.08997E-06    3.05432E-07
   533    2.59742E+03    7.02471E+00    7.21528E-02   -2.02653E+01    1.75189E-08    3.08994E-06    2.89266E-07
   534    2.59800E+03    7.06554E+00    7.23334E-02   -1.89849E+01    1.74707E-08    3.09115E-06    2.73166E-07
   535    2.59835E+03    7.11151E+00    7.25131E-02   -1.77067E+01    1.74226E-08    3.09357E-06    2.57127E-07
   536    2.59847E+03    7.16264E+00    7.26917E-02   -1.64317E+01    1.73748E-08    3.09718E-06    2.41147E-07
   537    2.59837E+03    7.21892E+00    7.28693E-02   -1.51604E+01    1.73272E-08    3.10198E-06    2.25223E-07
   538    2.59803E+03    7.28036E+00    7.30457E-02   -1.38937E+01    1.72797E-08    3.10793E-06    2.09351E-07
   539    2.59748E+03    7.34697E+00    7.32211E-02   -1.26323E+01    1.72325E-08    3.11503E-06    1.93527E-07
   540    2.59668E+03    7.41873E+00    7.33953E-02   -1.13769E+01    1.71854E-08    3.12325E-06    1.77750E-07
   541    2.59567E+03    7.49567E+00    7.35682E-02   -1.01281E+01    1.71386E-08    3.13257E-06    1.62016E-07
   542    2.59444E+03    7.57778E+00    7.37399E-02   -8.88687E+00    1.70919E-08    3.14298E-06    1.46321E-07
   543    2.59297E+03    7.66505E+00    7.39102E-02   -7.65377E+00    1.70454E-08    3.15446E-06    1.30662E-07
   544    2.59130E+03    7.75748E+00    7.40793E-02   -6.42952E+00    1.69991E-08    3.16699E-06    1.15036E-07
   545    2.58940E+03    7.85504E+00    7.42469E-02   -5.21479E+00    1.69530E-08    3.18055E-06    9.94410E-08
   546    2.58729E+03    7.95774E+00    7.44131E-02   -4.01024E+00    1.69071E-08    3.19512E-06    8.38724E-08
   547    2.58496E+03    8.06554E+00    7.45779E-02   -2.81655E+00    1.68614E-08    3.21069E-06    6.83274E-08
   548    2.58241E+03    8.17837E+00    7.47411E-02   -1.63437E+00    1.68158E-08    3.22724E-06    5.28029E-08
   549    2.57965E+03    8.29638E+00    7.49028E-02   -4.64383E-01    1.67705E-08    3.24474E-06    3.72956E-08
   550    2.57667E+03    8.41933E+00    7.50630E-02    6.92752E-01    1.67253E-08    3.26319E-06    2.18024E-08
   551    2.57350E+03    8.54739E+00    7.52215E-02    1.83634E+00    1.66803E-08    3.28256E-06    6.32110E-09
   552    2.57011E+03    8.68039E+00    7.53784E-02    2.96570E+00    1.66355E-08    3.30284E-06   -9.14712E-09
   553    2.56651E+03    8.81834E+00    7.55337E-02    4.08012E+00    1.65908E-08    3.32402E-06   -2.46000E-08
   554    2.56273E+03    8.96123E+00    7.56873E-02    5.17894E+00    1.65464E-08    3.34609E-06   -4.00354E-08
   555    2.55875E+03    9.10899E+00    7.58393E-02    6.26146E+00    1.65021E-08    3.36904E-06   -5.54509E-08
   556    2.55456E+03    9.26161E+00    7.59896E-02    7.32698E+00    1.64580E-08    3.39286E-06   -7.08446E-08
   557    2.55020E+03    9.41903E+00    7.61382E-02    8.37488E+00    1.64141E-08    3.41754E-06   -8.62140E-08
   558    2.54564E+03    9.58124E+00    7.62851E-02    9.40444E+00    1.63703E-08    3.44307E-06   -1.01557E-07
   559    2.54090E+03    9.74816E+00    7.64303E-02    1.04152E+01    1.63268E-08    3.46944E-06   -1.16872E-07
   560    2.53598E+03    9.91979E+00    7.65738E-02    1.14064E+01    1.62834E-08    3.49663E-06   -1.32155E-07
   561    2.53088E+03    1.00960E+01    7.67155E-02    1.23776E+01    1.62402E-08    3.52463E-06   -1.47406E-07
   562    2.52560E+03    1.02768E+01    7.68556E-02    1.33282E+01    1.61972E-08    3.55345E-06   -1.62621E-07
   563    2.52015E+03    1.04622E+01    7.69939E-02    1.42575E+01    1.61543E-08    3.58306E-06   -1.77799E-07
   564    2.51453E+03    1.06520E+01    7.71304E-02    1.51650E+01    1.61116E-08    3.61345E-06   -1.92938E-07
   565    2.50874E+03    1.08462E+01    7.72653E-02    1.60502E+01    1.60691E-08    3.64461E-06   -2.08034E-07
   566    2.50278E+03    1.10448E+01    7.73983E-02    1.69126E+01    1.60267E-08    3.67654E-06   -2.23087E-07
   567    2.49666E+03    1.12476E+01    7.75296E-02    1.77516E+01    1.59846E-08    3.70922E-06   -2.38093E-07
   568    2.49039E+03    1.14547E+01    7.76591E-02    1.85667E+01    1.59426E-08    3.74265E-06   -2.53051E-07
   569    2.48395E+03    1.16660E+01    7.77868E-02    1.93575E+01    1.59007E-08    3.77680E-06   -2.67958E-07
   570    2.47736E+03    1.18813E+01    7.79128E-02    2.01235E+01    1.58590E-08    3.81168E-06   -2.82812E-07
   571    2.47063E+03    1.21007E+01    7.80370E-02    2.08640E+01    1.58175E-08    3.84726E-06   -2.97611E-07
   572    2.46375E+03    1.23239E+01    7.81594E-02    2.15789E+01    1.57762E-08    3.88355E-06   -3.12353E-07
   573    2.45672E+03    1.25511E+01    7.82800E-02    2.22676E+01    1.57350E-08    3.92053E-06   -3.27035E-07
   574    2.44956E+03    1.27820E+01    7.83988E-02    2.29297E+01    1.56940E-08    3.95818E-06   -3.41656E-07
   575    2.44228E+03    1.30166E+01    7.85158E-02    2.35650E+01    1.56532E-08    3.99650E-06   -3.56212E-07
   576    2.43486E+03    1.32549E+01    7.86310E-02    2.41731E+01    1.56125E-08    4.03548E-06   -3.70703E-07
   577    2.42733E+03    1.34968E+01    7.87445E-02    2.47534E+01    1.55720E-08    4.07510E-06   -3.85125E-07
   578    2.41968E+03    1.37420E+01    7.88561E-02    2.53056E+01    1.55316E-08    4.11536E-06   -3.99476E-07
   579    2.41192E+03    1.39907E+01    7.89659E-02    2.58296E+01    1.54915E-08    4.15625E-06   -4.13755E-07
   580    2.40406E+03    1.42427E+01    7.90740E-02    2.63248E+01    1.54514E-08    4.19775E-06   -4.27959E-07
   581    2.39609E+03    1.44979E+01    7.91802E-02    2.67909E+01    1.54116E-08    4.23985E-06   -4.42085E-07
   582    2.38803E+03    1.47561E+01    7.92847E-02    2.72274E+01    1.53718E-08    4.28255E-06   -4.56132E-07
   583    2.37987E+03    1.50174E+01    7.93873E-02    2.76343E+01    1.53323E-08    4.32583E-06   -4.70098E-07
   584    2.37163E+03    1.52817E+01    7.94882E-02    2.80109E+01    1.52929E-08    4.36968E-06   -4.83980E-07
   585    2.36330E+03    1.55486E+01    7.95873E-02    2.83571E+01    1.52537E-08    4.41410E-06   -4.97776E-07
   586    2.35489E+03    1.58184E+01    7.96846E-02    2.86725E+01    1.52146E-08    4.45907E-06   -5.11483E-07
   587    2.34641E+03    1.60909E+01    7.97801E-02    2.89569E+01    1.51756E-08    4.50458E-06   -5.25100E-07
   588    2.33786E+03    1.63658E+01    7.98739E-02    2.92102E+01    1.51369E-08    4.55061E-06   -5.38624E-07
   589    2.32924E+03    1.66431E+01    7.99659E-02    2.94320E+01    1.50983E-08    4.59717E-06   -5.52054E-07
   590    2.32056E+03    1.69228E+01    8.00561E-02    2.96222E+01    1.50598E-08    4.64424E-06   -5.65387E-07
   591    2.31183E+03    1.72048E+01    8.01446E-02    2.97806E+01    1.50215E-08    4.69180E-06   -5.78620E-07
   592    2.30304E+03    1.74888E+01    8.02313E-02    2.99068E+01    1.49833E-08    4.73985E-06   -5.91752E-07
   593    2.29421E+03    1.77748E+01    8.03163E-02    3.00008E+01    1.49453E-08    4.78838E-06   -6.04780E-07
   594    2.28533E+03    1.80628E+01    8.03996E-02    3.00625E+01    1.49074E-08    4.83738E-06   -6.17702E-07
   595    2.27642E+03    1.83525E+01    8.04812E-02    3.00917E+01    1.48697E-08    4.88683E-06   -6.30516E-07
   596    2.26748E+03    1.86440E+01    8.05610E-02    3.00884E+01    1.48322E-08    4.93672E-06   -6.43220E-07
   597    2.25850E+03    1.89369E+01    8.06392E-02    3.00522E+01    1.47947E-08    4.98705E-06   -6.55811E-07
   598    2.24950E+03    1.92313E+01    8.07156E-02    2.99833E+01    1.47575E-08    5.03781E-06   -6.68287E-07
   599    2.24047E+03    1.95271E+01    8.07904E-02    2.98814E+01    1.47204E-08    5.08898E-06   -6.80647E-07
   600    2.23143E+03    1.98241E+01    8.08635E-02    2.97465E+01    1.46834E-08    5.14055E-06   -6.92887E-07
   601    2.22239E+03    2.01222E+01    8.09350E-02    2.95786E+01    1.46465E-08    5.19252E-06   -7.05007E-07
   602    2.21333E+03    2.04213E+01    8.10049E-02    2.93780E+01    1.46099E-08    5.24486E-06   -7.17004E-07
   603    2.20428E+03    2.07213E+01    8.10731E-02    2.91443E+01    1.45733E-08    5.29758E-06   -7.28878E-07
   604    2.19522E+03    2.10221E+01    8.11399E-02    2.88777E+01    1.45369E-08    5.35065E-06   -7.40630E-07
   605    2.18617E+03    2.13235E+01    8.12051E-02    2.85783E+01    1.45006E-08    5.40407E-06   -7.52257E-07
   606    2.17714E+03    2.16254E+01    8.12688E-02    2.82461E+01    1.44645E-08    5.45783E-06   -7.63760E-07
   607    2.16811E+03    2.19278E+01    8.13310E-02    2.78810E+01    1.44285E-08    5.51192E-06   -7.75137E-07
   608    2.15911E+03    2.22305E+01    8.13919E-02    2.74833E+01    1.43927E-08    5.56632E-06   -7.86388E-07
   609    2.15014E+03    2.25334E+01    8.14513E-02    2.70530E+01    1.43570E-08    5.62102E-06   -7.97513E-07
   610    2.14119E+03    2.28363E+01    8.15094E-02    2.65902E+01    1.43214E-08    5.67602E-06   -8.08511E-07
   611    2.13229E+03    2.31390E+01    8.15661E-02    2.60950E+01    1.42860E-08    5.73129E-06   -8.19381E-07
   612    2.12342E+03    2.34415E+01    8.16216E-02    2.55675E+01    1.42507E-08    5.78684E-06   -8.30122E-07
   613    2.11458E+03    2.37438E+01    8.16759E-02    2.50078E+01    1.42156E-08    5.84265E-06   -8.40734E-07
   614    2.10580E+03    2.40456E+01    8.17289E-02    2.44162E+01    1.41806E-08    5.89870E-06   -8.51216E-07
   615    2.09707E+03    2.43468E+01    8.17807E-02    2.37928E+01    1.41457E-08    5.95499E-06   -8.61567E-07
   616    2.08840E+03    2.46473E+01    8.18315E-02    2.31381E+01    1.41110E-08    6.01151E-06   -8.71787E-07
   617    2.07979E+03    2.49471E+01    8.18811E-02    2.24523E+01    1.40764E-08    6.06824E-06   -8.81876E-07
   618    2.07125E+03    2.52461E+01    8.19297E-02    2.17356E+01    1.40419E-08    6.12518E-06   -8.91832E-07
   619    2.06277E+03    2.55440E+01    8.19772E-02    2.09884E+01    1.40076E-08    6.18230E-06   -9.01654E-07
   620    2.05437E+03    2.58408E+01    8.20238E-02    2.02110E+01    1.39734E-08    6.23961E-06   -9.11343E-07
   621    2.04605E+03    2.61365E+01    8.20695E-02    1.94035E+01    1.39393E-08    6.29709E-06   -9.20898E-07
   622    2.03782E+03    2.64308E+01    8.21142E-02    1.85663E+01    1.39053E-08    6.35473E-06   -9.30317E-07
   623    2.02967E+03    2.67236E+01    8.21581E-02    1.76998E+01    1.38715E-08    6.41252E-06   -9.39601E-07
   624    2.02161E+03    2.70149E+01    8.22012E-02    1.68042E+01    1.38379E-08    6.47044E-06   -9.48748E-07
   625    2.01365E+03    2.73045E+01    8.22436E-02    1.58797E+01    1.38043E-08    6.52849E-06   -9.57758E-07
   626    2.00579E+03    2.75923E+01    8.22852E-02    1.49268E+01    1.37709E-08    6.58666E-06   -9.66630E-07
   627    1.99802E+03    2.78781E+01    8.23261E-02    1.39456E+01    1.37376E-08    6.64492E-06   -9.75364E-07
   628    1.99038E+03    2.81618E+01    8.23664E-02    1.29366E+01    1.37044E-08    6.70329E-06   -9.83959E-07
   629    1.98283E+03    2.84433E+01    8.24060E-02    1.19002E+01    1.36714E-08    6.76173E-06   -9.92414E-07
   630    1.97540E+03    2.87227E+01    8.24451E-02    1.08369E+01    1.36385E-08    6.82024E-06   -1.00073E-06
   631    1.96808E+03    2.89995E+01    8.24837E-02    9.74697E+00    1.36057E-08    6.87881E-06   -1.00890E-06
   632    1.96088E+03    2.92739E+01    8.25219E-02    8.63095E+00    1.35730E-08    6.93743E-06   -1.01693E-06
   633    1.95381E+03    2.95456E+01    8.25596E-02    7.48913E+00    1.35405E-08    6.99609E-06   -1.02482E-06
   634    1.94687E+03    2.98145E+01    8.25969E-02    6.32203E+00    1.35081E-08    7.05477E-06   -1.03257E-06
   635    1.94005E+03    3.00806E+01    8.26338E-02    5.13014E+00    1.34758E-08    7.11347E-06   -1.04017E-06
   636    1.93337E+03    3.03438E+01    8.26705E-02    3.91391E+00    1.34437E-08    7.17217E-06   -1.04763E-06
   637    1.92682E+03    3.06039E+01    8.27069E-02    2.67385E+00    1.34116E-08    7.23087E-06   -1.05495E-06
   638    1.92042E+03    3.08608E+01    8.27431E-02    1.41047E+00    1.33797E-08    7.28954E-06   -1.06211E-06
   639    1.91415E+03    3.11145E+01    8.27791E-02    1.24250E-01    1.33479E-08    7.34819E-06   -1.06914E-06
   640    1.90803E+03    3.13648E+01    8.28149E-02   -1.18431E+00    1.33162E-08    7.40679E-06   -1.07601E-06
   641    1.90206E+03    3.16116E+01    8.28507E-02   -2.51471E+00    1.32847E-08    7.46535E-06   -1.08274E-06
   642    1.89624E+03    3.18548E+01    8.28865E-02   -3.86637E+00    1.32532E-08    7.52384E-06   -1.08932E-06
   643    1.89058E+03    3.20944E+01    8.29222E-02   -5.23872E+00    1.32219E-08    7.58226E-06   -1.09575E-06
   644    1.88506E+03    3.23302E+01    8.29580E-02   -6.63117E+00    1.31907E-08    7.64059E-06   -1.10203E-06
   645    1.87970E+03    3.25620E+01    8.29938E-02   -8.04314E+00    1.31596E-08    7.69883E-06   -1.10816E-06
   646    1.87452E+03    3.27899E+01    8.30298E-02   -9.47407E+00    1.31287E-08    7.75695E-06   -1.11414E-06
   647    1.86948E+03    3.30136E+01    8.30659E-02   -1.09233E+01    1.30978E-08    7.81496E-06   -1.11997E-06
   648    1.86462E+03    3.32330E+01    8.31023E-02   -1.23904E+01    1.30671E-08    7.87284E-06   -1.12564E-06
   649    1.85991E+03    3.34482E+01    8.31388E-02   -1.38745E+01    1.30365E-08    7.93059E-06   -1.13116E-06
   650    1.85539E+03    3.36589E+01    8.31757E-02   -1.53752E+01    1.30060E-08    7.98818E-06   -1.13653E-06
   651    1.85103E+03    3.38653E+01    8.32129E-02   -1.68917E+01    1.29756E-08    8.04560E-06   -1.14175E-06
   652    1.84683E+03    3.40672E+01    8.32504E-02   -1.84234E+01    1.29453E-08    8.10286E-06   -1.14681E-06
   653    1.84282E+03    3.42646E+01    8.32884E-02   -1.99697E+01    1.29151E-08    8.15993E-06   -1.15172E-06
   654    1.83899E+03    3.44573E+01    8.33266E-02   -2.15299E+01    1.28851E-08    8.21682E-06   -1.15647E-06
   655    1.83534E+03    3.46453E+01    8.33653E-02   -2.31035E+01    1.28551E-08    8.27351E-06   -1.16108E-06
   656    1.83186E+03    3.48287E+01    8.34045E-02   -2.46896E+01    1.28253E-08    8.32999E-06   -1.16553E-06
   657    1.82857E+03    3.50072E+01    8.34440E-02   -2.62878E+01    1.27956E-08    8.38626E-06   -1.16983E-06
   658    1.82546E+03    3.51808E+01    8.34841E-02   -2.78971E+01    1.27660E-08    8.44230E-06   -1.17398E-06
   659    1.82253E+03    3.53495E+01    8.35246E-02   -2.95170E+01    1.27365E-08    8.49811E-06   -1.17798E-06
   660    1.81979E+03    3.55131E+01    8.35656E-02   -3.11468E+01    1.27071E-08    8.55368E-06   -1.18182E-06
   661    1.81724E+03    3.56715E+01    8.36072E-02   -3.27858E+01    1.26778E-08    8.60900E-06   -1.18552E-06
   662    1.81487E+03    3.58247E+01    8.36493E-02   -3.44333E+01    1.26487E-08    8.66407E-06   -1.18907E-06
   663    1.81269E+03    3.59727E+01    8.36919E-02   -3.60886E+01    1.26196E-08    8.71886E-06   -1.19247E-06
   664    1.81070E+03    3.61154E+01    8.37351E-02   -3.77509E+01    1.25906E-08    8.77338E-06   -1.19572E-06
   665    1.80891E+03    3.62526E+01    8.37789E-02   -3.94195E+01    1.25618E-08    8.82761E-06   -1.19883E-06
   666    1.80729E+03    3.63845E+01    8.38234E-02   -4.10939E+01    1.25330E-08    8.88155E-06   -1.20178E-06
   667    1.80587E+03    3.65109E+01    8.38684E-02   -4.27732E+01    1.25044E-08    8.93519E-06   -1.20459E-06
   668    1.80465E+03    3.66317E+01    8.39141E-02   -4.44567E+01    1.24759E-08    8.98852E-06   -1.20725E-06
   669    1.80361E+03    3.67469E+01    8.39605E-02   -4.61437E+01    1.24474E-08    9.04152E-06   -1.20977E-06
   670    1.80276E+03    3.68566E+01    8.40075E-02   -4.78335E+01    1.24191E-08    9.09420E-06   -1.21214E-06
   671    1.80211E+03    3.69606E+01    8.40553E-02   -4.95253E+01    1.23909E-08    9.14654E-06   -1.21436E-06
   672    1.80165E+03    3.70588E+01    8.41037E-02   -5.12186E+01    1.23628E-08    9.19854E-06   -1.21644E-06
   673    1.80138E+03    3.71514E+01    8.41529E-02   -5.29125E+01    1.23348E-08    9.25018E-06   -1.21838E-06
   674    1.80130E+03    3.72382E+01    8.42028E-02   -5.46064E+01    1.23069E-08    9.30146E-06   -1.22017E-06
   675    1.80142E+03    3.73191E+01    8.42535E-02   -5.62995E+01    1.22790E-08    9.35236E-06   -1.22181E-06
   676    1.80172E+03    3.73942E+01    8.43050E-02   -5.79910E+01    1.22513E-08    9.40289E-06   -1.22332E-06
