#    L    TT             EE             BB             TE             PP             PT             PE         
  1254    8.21577E+02    2.69733E+01    9.39884E-02   -2.34020E+00    4.55540E-09    1.24467E-06   -3.02605E-07
  1255    8.18186E+02    2.71198E+01    9.39058E-02   -2.83855E+00    4.54934E-09    1.25838E-06   -3.04566E-07
  1256    8.14846E+02    2.72638E+01    9.38233E-02   -3.34760E+00    4.54330E-09    1.27205E-06   -3.06484E-07
  1257    8.11557E+02    2.74054E+01    9.37409E-02   -3.86710E+00    4.53726E-09    1.28569E-06   -3.08359E-07
  1258    8.08319E+02    2.75444E+01    9.36587E-02   -4.39678E+00    4.53124E-09    1.29930E-06   -3.10193E-07
  1259    8.05124E+02    2.76808E+01    9.35767E-02   -4.93636E+00    4.52524E-09    1.31288E-06   -3.11984E-07
  1260    8.01995E+02    2.78147E+01    9.34948E-02   -5.48559E+00    4.51924E-09    1.32642E-06   -3.13733E-07
  1261    7.98908E+02    2.79457E+01    9.34131E-02   -6.04420E+00    4.51326E-09    1.33993E-06   -3.15439E-07
  1262    7.95879E+02    2.80740E+01    9.33317E-02   -6.61193E+00    4.50729E-09    1.35339E-06   -3.17104E-07
  1263    7.92908E+02    2.81994E+01    9.32505E-02   -7.18852E+00    4.50133E-09    1.36682E-06   -3.18727E-07
  1264    7.89986E+02    2.83221E+01    9.31696E-02   -7.77369E+00    4.49538E-09    1.38021E-06   -3.20307E-07
  1265    7.87122E+02    2.84417E+01    9.30889E-02   -8.36715E+00    4.48945E-09    1.39355E-06   -3.21845E-07
  1266    7.84307E+02    2.85583E+01    9.30085E-02   -8.96859E+00    4.48353E-09    1.40685E-06   -3.23342E-07
  1267    7.81556E+02    2.86720E+01    9.29284E-02   -9.57774E+00    4.47762E-09    1.42010E-06   -3.24796E-07
  1268    7.78862E+02    2.87826E+01    9.28486E-02   -1.01943E+01    4.47172E-09    1.43331E-06   -3.26209E-07
  1269    7.76224E+02    2.88901E+01    9.27692E-02   -1.08179E+01    4.46584E-09    1.44646E-06   -3.27580E-07
  1270    7.73643E+02    2.89945E+01    9.26901E-02   -1.14483E+01    4.45997E-09    1.45957E-06   -3.28909E-07
  1271    7.71118E+02    2.90956E+01    9.26114E-02   -1.20852E+01    4.45411E-09    1.47262E-06   -3.30196E-07
  1272    7.68657E+02    2.91936E+01    9.25330E-02   -1.27284E+01    4.44826E-09    1.48563E-06   -3.31442E-07
  1273    7.66252E+02    2.92882E+01    9.24550E-02   -1.33773E+01    4.44242E-09    1.49857E-06   -3.32646E-07
  1274    7.63902E+02    2.93795E+01    9.23775E-02   -1.40319E+01    4.43660E-09    1.51146E-06   -3.33808E-07
  1275    7.61614E+02    2.94676E+01    9.23003E-02   -1.46918E+01    4.43078E-09    1.52429E-06   -3.34928E-07
  1276    7.59387E+02    2.95523E+01    9.22236E-02   -1.53566E+01    4.42498E-09    1.53707E-06   -3.36008E-07
  1277    7.57220E+02    2.96336E+01    9.21473E-02   -1.60261E+01    4.41920E-09    1.54978E-06   -3.37045E-07
  1278    7.55113E+02    2.97115E+01    9.20715E-02   -1.67000E+01    4.41342E-09    1.56243E-06   -3.38042E-07
  1279    7.53066E+02    2.97858E+01    9.19962E-02   -1.73779E+01    4.40766E-09    1.57502E-06   -3.38996E-07
  1280    7.51080E+02    2.98568E+01    9.19213E-02   -1.80597E+01    4.40190E-09    1.58754E-06   -3.39910E-07
  1281    7.49154E+02    2.99241E+01    9.18469E-02   -1.87449E+01    4.39616E-09    1.60000E-06   -3.40782E-07
  1282    7.47288E+02    2.99879E+01    9.17730E-02   -1.94332E+01    4.39043E-09    1.61238E-06   -3.41613E-07
  1283    7.45483E+02    3.00481E+01    9.16997E-02   -2.01244E+01    4.38471E-09    1.62470E-06   -3.42402E-07
  1284    7.43739E+02    3.01046E+01    9.16268E-02   -2.08181E+01    4.37901E-09    1.63695E-06   -3.43151E-07
  1285    7.42055E+02    3.01575E+01    9.15545E-02   -2.15141E+01    4.37331E-09    1.64912E-06   -3.43858E-07
  1286    7.40432E+02    3.02066E+01    9.14828E-02   -2.22120E+01    4.36763E-09    1.66122E-06   -3.44524E-07
  1287    7.38869E+02    3.02522E+01    9.14116E-02   -2.29115E+01    4.36196E-09    1.67324E-06   -3.45149E-07
  1288    7.37367E+02    3.02939E+01    9.13410E-02   -2.36123E+01    4.35630E-09    1.68519E-06   -3.45733E-07
  1289    7.35925E+02    3.03320E+01    9.12709E-02   -2.43140E+01    4.35065E-09    1.69706E-06   -3.46276E-07
  1290    7.34545E+02    3.03664E+01    9.12014E-02   -2.50164E+01    4.34501E-09    1.70884E-06   -3.46778E-07
  1291    7.33224E+02    3.03971E+01    9.11326E-02   -2.57191E+01    4.33939E-09    1.72055E-06   -3.47239E-07
  1292    7.31964E+02    3.04241E+01    9.10643E-02   -2.64219E+01    4.33377E-09    1.73217E-06   -3.47659E-07
  1293    7.30764E+02    3.04474E+01    9.09966E-02   -2.71244E+01    4.32817E-09    1.74371E-06   -3.48039E-07
  1294    7.29625E+02    3.04669E+01    9.09295E-02   -2.78263E+01    4.32258E-09    1.75517E-06   -3.48378E-07
  1295    7.28544E+02    3.04827E+01    9.08631E-02   -2.85274E+01    4.31700E-09    1.76653E-06   -3.48676E-07
  1296    7.27523E+02    3.04948E+01    9.07973E-02   -2.92272E+01    4.31143E-09    1.77781E-06   -3.48933E-07
  1297    7.26561E+02    3.05031E+01    9.07322E-02   -2.99256E+01    4.30587E-09    1.78899E-06   -3.49150E-07
  1298    7.25658E+02    3.05076E+01    9.06676E-02   -3.06223E+01    4.30032E-09    1.80008E-06   -3.49326E-07
  1299    7.24813E+02    3.05083E+01    9.06038E-02   -3.13169E+01    4.29479E-09    1.81108E-06   -3.49461E-07
  1300    7.24026E+02    3.05053E+01    9.05406E-02   -3.20091E+01    4.28926E-09    1.82199E-06   -3.49556E-07
  1301    7.23297E+02    3.04984E+01    9.04780E-02   -3.26987E+01    4.28375E-09    1.83280E-06   -3.49611E-07
  1302    7.22625E+02    3.04879E+01    9.04161E-02   -3.33854E+01    4.27824E-09    1.84351E-06   -3.49625E-07
  1303    7.22010E+02    3.04736E+01    9.03549E-02   -3.40689E+01    4.27275E-09    1.85412E-06   -3.49599E-07
  1304    7.21450E+02    3.04555E+01    9.02944E-02   -3.47489E+01    4.26727E-09    1.86463E-06   -3.49534E-07
  1305    7.20948E+02    3.04338E+01    9.02345E-02   -3.54252E+01    4.26180E-09    1.87505E-06   -3.49429E-07
  1306    7.20500E+02    3.04084E+01    9.01754E-02   -3.60973E+01    4.25634E-09    1.88536E-06   -3.49285E-07
  1307    7.20108E+02    3.03793E+01    9.01169E-02   -3.67651E+01    4.25089E-09    1.89557E-06   -3.49102E-07
  1308    7.19770E+02    3.03465E+01    9.00591E-02   -3.74283E+01    4.24545E-09    1.90568E-06   -3.48881E-07
  1309    7.19486E+02    3.03101E+01    9.00020E-02   -3.80867E+01    4.24003E-09    1.91569E-06   -3.48620E-07
  1310    7.19254E+02    3.02700E+01    8.99456E-02   -3.87397E+01    4.23461E-09    1.92559E-06   -3.48322E-07
  1311    7.19076E+02    3.02263E+01    8.98899E-02   -3.93874E+01    4.22921E-09    1.93539E-06   -3.47986E-07
  1312    7.18949E+02    3.01789E+01    8.98349E-02   -4.00294E+01    4.22381E-09    1.94509E-06   -3.47612E-07
  1313    7.18874E+02    3.01279E+01    8.97807E-02   -4.06653E+01    4.21843E-09    1.95468E-06   -3.47201E-07
  1314    7.18849E+02    3.00734E+01    8.97271E-02   -4.12950E+01    4.21305E-09    1.96416E-06   -3.46752E-07
  1315    7.18874E+02    3.00154E+01    8.96742E-02   -4.19181E+01    4.20769E-09    1.97353E-06   -3.46267E-07
  1316    7.18949E+02    2.99538E+01    8.96221E-02   -4.25345E+01    4.20234E-09    1.98280E-06   -3.45745E-07
  1317    7.19072E+02    2.98888E+01    8.95706E-02   -4.31440E+01    4.19699E-09    1.99196E-06   -3.45187E-07
  1318    7.19243E+02    2.98204E+01    8.95199E-02   -4.37462E+01    4.19166E-09    2.00100E-06   -3.44592E-07
  1319    7.19462E+02    2.97487E+01    8.94699E-02   -4.43410E+01    4.18634E-09    2.00994E-06   -3.43962E-07
  1320    7.19727E+02    2.96736E+01    8.94205E-02   -4.49280E+01    4.18103E-09    2.01877E-06   -3.43296E-07
  1321    7.20037E+02    2.95952E+01    8.93719E-02   -4.55071E+01    4.17573E-09    2.02748E-06   -3.42594E-07
  1322    7.20394E+02    2.95136E+01    8.93240E-02   -4.60780E+01    4.17044E-09    2.03608E-06   -3.41858E-07
  1323    7.20793E+02    2.94288E+01    8.92768E-02   -4.66406E+01    4.16516E-09    2.04457E-06   -3.41087E-07
  1324    7.21236E+02    2.93409E+01    8.92304E-02   -4.71945E+01    4.15989E-09    2.05294E-06   -3.40281E-07
  1325    7.21722E+02    2.92497E+01    8.91846E-02   -4.77395E+01    4.15464E-09    2.06119E-06   -3.39440E-07
  1326    7.22249E+02    2.91554E+01    8.91395E-02   -4.82755E+01    4.14939E-09    2.06933E-06   -3.38566E-07
  1327    7.22817E+02    2.90581E+01    8.90951E-02   -4.88023E+01    4.14415E-09    2.07736E-06   -3.37657E-07
  1328    7.23425E+02    2.89576E+01    8.90514E-02   -4.93195E+01    4.13892E-09    2.08526E-06   -3.36716E-07
  1329    7.24071E+02    2.88542E+01    8.90084E-02   -4.98270E+01    4.13370E-09    2.09305E-06   -3.35740E-07
  1330    7.24756E+02    2.87478E+01    8.89661E-02   -5.03248E+01    4.12850E-09    2.10072E-06   -3.34732E-07
  1331    7.25477E+02    2.86385E+01    8.89244E-02   -5.08124E+01    4.12330E-09    2.10827E-06   -3.33691E-07
  1332    7.26234E+02    2.85263E+01    8.88835E-02   -5.12899E+01    4.11811E-09    2.11570E-06   -3.32617E-07
  1333    7.27027E+02    2.84113E+01    8.88432E-02   -5.17569E+01    4.11293E-09    2.12300E-06   -3.31511E-07
  1334    7.27854E+02    2.82936E+01    8.88036E-02   -5.22133E+01    4.10777E-09    2.13019E-06   -3.30373E-07
  1335    7.28714E+02    2.81731E+01    8.87647E-02   -5.26588E+01    4.10261E-09    2.13725E-06   -3.29203E-07
  1336    7.29607E+02    2.80499E+01    8.87264E-02   -5.30935E+01    4.09746E-09    2.14418E-06   -3.28002E-07
  1337    7.30530E+02    2.79242E+01    8.86887E-02   -5.35170E+01    4.09232E-09    2.15099E-06   -3.26769E-07
  1338    7.31484E+02    2.77959E+01    8.86517E-02   -5.39294E+01    4.08720E-09    2.15768E-06   -3.25506E-07
  1339    7.32468E+02    2.76650E+01    8.86154E-02   -5.43303E+01    4.08208E-09    2.16424E-06   -3.24211E-07
  1340    7.33479E+02    2.75317E+01    8.85797E-02   -5.47196E+01    4.07697E-09    2.17067E-06   -3.22886E-07
  1341    7.34518E+02    2.73959E+01    8.85446E-02   -5.50973E+01    4.07187E-09    2.17698E-06   -3.21531E-07
  1342    7.35582E+02    2.72579E+01    8.85101E-02   -5.54630E+01    4.06678E-09    2.18316E-06   -3.20145E-07
  1343    7.36672E+02    2.71174E+01    8.84762E-02   -5.58169E+01    4.06171E-09    2.18920E-06   -3.18730E-07
  1344    7.37786E+02    2.69748E+01    8.84429E-02   -5.61585E+01    4.05664E-09    2.19512E-06   -3.17286E-07
  1345    7.38923E+02    2.68298E+01    8.84102E-02   -5.64879E+01    4.05158E-09    2.20091E-06   -3.15812E-07
  1346    7.40081E+02    2.66828E+01    8.83781E-02   -5.68049E+01    4.04653E-09    2.20656E-06   -3.14309E-07
  1347    7.41261E+02    2.65335E+01    8.83466E-02   -5.71094E+01    4.04149E-09    2.21209E-06   -3.12777E-07
  1348    7.42459E+02    2.63822E+01    8.83156E-02   -5.74011E+01    4.03646E-09    2.21748E-06   -3.11217E-07
  1349    7.43677E+02    2.62290E+01    8.82852E-02   -5.76801E+01    4.03144E-09    2.22273E-06   -3.09629E-07
  1350    7.44911E+02    2.60738E+01    8.82554E-02   -5.79464E+01    4.02643E-09    2.22785E-06   -3.08012E-07
  1351    7.46163E+02    2.59168E+01    8.82260E-02   -5.81998E+01    4.02143E-09    2.23283E-06   -3.06368E-07
  1352    7.47430E+02    2.57579E+01    8.81972E-02   -5.84404E+01    4.01643E-09    2.23768E-06   -3.04697E-07
  1353    7.48713E+02    2.55974E+01    8.81689E-02   -5.86680E+01    4.01145E-09    2.24240E-06   -3.02998E-07
  1354    7.50004E+02    2.54353E+01    8.81411E-02   -5.88826E+01    4.00648E-09    2.24698E-06   -3.01273E-07
  1355    7.51313E+02    2.52715E+01    8.81138E-02   -5.90841E+01    4.00151E-09    2.25142E-06   -2.99522E-07
  1356    7.52633E+02    2.51063E+01    8.80870E-02   -5.92726E+01    3.99656E-09    2.25573E-06   -2.97744E-07
  1357    7.53965E+02    2.49398E+01    8.80606E-02   -5.94480E+01    3.99162E-09    2.25991E-06   -2.95941E-07
  1358    7.55308E+02    2.47717E+01    8.80347E-02   -5.96101E+01    3.98668E-09    2.26395E-06   -2.94112E-07
  1359    7.56656E+02    2.46024E+01    8.80093E-02   -5.97591E+01    3.98175E-09    2.26786E-06   -2.92259E-07
  1360    7.58008E+02    2.44320E+01    8.79842E-02   -5.98947E+01    3.97684E-09    2.27163E-06   -2.90380E-07
  1361    7.59366E+02    2.42602E+01    8.79596E-02   -6.00171E+01    3.97193E-09    2.27527E-06   -2.88478E-07
  1362    7.60735E+02    2.40874E+01    8.79354E-02   -6.01260E+01    3.96703E-09    2.27878E-06   -2.86551E-07
  1363    7.62103E+02    2.39135E+01    8.79116E-02   -6.02216E+01    3.96214E-09    2.28215E-06   -2.84601E-07
  1364    7.63477E+02    2.37386E+01    8.78882E-02   -6.03038E+01    3.95726E-09    2.28539E-06   -2.82627E-07
  1365    7.64856E+02    2.35628E+01    8.78651E-02   -6.03726E+01    3.95239E-09    2.28850E-06   -2.80631E-07
  1366    7.66226E+02    2.33862E+01    8.78425E-02   -6.04281E+01    3.94753E-09    2.29147E-06   -2.78611E-07
  1367    7.67603E+02    2.32087E+01    8.78201E-02   -6.04701E+01    3.94268E-09    2.29432E-06   -2.76570E-07
  1368    7.68979E+02    2.30305E+01    8.77981E-02   -6.04988E+01    3.93783E-09    2.29703E-06   -2.74506E-07
  1369    7.70347E+02    2.28517E+01    8.77764E-02   -6.05141E+01    3.93300E-09    2.29961E-06   -2.72421E-07
  1370    7.71722E+02    2.26724E+01    8.77550E-02   -6.05161E+01    3.92817E-09    2.30206E-06   -2.70315E-07
  1371    7.73082E+02    2.24925E+01    8.77339E-02   -6.05048E+01    3.92336E-09    2.30437E-06   -2.68187E-07
  1372    7.74443E+02    2.23122E+01    8.77130E-02   -6.04803E+01    3.91855E-09    2.30656E-06   -2.66039E-07
  1373    7.75796E+02    2.21315E+01    8.76925E-02   -6.04425E+01    3.91375E-09    2.30861E-06   -2.63871E-07
  1374    7.77142E+02    2.19506E+01    8.76722E-02   -6.03916E+01    3.90896E-09    2.31054E-06   -2.61683E-07
  1375    7.78474E+02    2.17694E+01    8.76521E-02   -6.03276E+01    3.90418E-09    2.31233E-06   -2.59475E-07
  1376    7.79800E+02    2.15881E+01    8.76322E-02   -6.02504E+01    3.89941E-09    2.31399E-06   -2.57248E-07
  1377    7.81120E+02    2.14066E+01    8.76126E-02   -6.01603E+01    3.89464E-09    2.31552E-06   -2.55002E-07
  1378    7.82427E+02    2.12252E+01    8.75931E-02   -6.00572E+01    3.88989E-09    2.31692E-06   -2.52737E-07
  1379    7.83720E+02    2.10437E+01    8.75739E-02   -5.99412E+01    3.88514E-09    2.31820E-06   -2.50454E-07
  1380    7.84994E+02    2.08624E+01    8.75548E-02   -5.98122E+01    3.88041E-09    2.31934E-06   -2.48154E-07
  1381    7.86262E+02    2.06812E+01    8.75358E-02   -5.96704E+01    3.87568E-09    2.32035E-06   -2.45835E-07
  1382    7.87510E+02    2.05002E+01    8.75170E-02   -5.95158E+01    3.87096E-09    2.32124E-06   -2.43500E-07
  1383    7.88739E+02    2.03195E+01    8.74983E-02   -5.93484E+01    3.86625E-09    2.32199E-06   -2.41148E-07
  1384    7.89948E+02    2.01390E+01    8.74797E-02   -5.91683E+01    3.86155E-09    2.32262E-06   -2.38779E-07
  1385    7.91146E+02    1.99590E+01    8.74613E-02   -5.89757E+01    3.85686E-09    2.32312E-06   -2.36393E-07
  1386    7.92324E+02    1.97795E+01    8.74429E-02   -5.87709E+01    3.85217E-09    2.32349E-06   -2.33992E-07
  1387    7.93477E+02    1.96006E+01    8.74246E-02   -5.85537E+01    3.84750E-09    2.32373E-06   -2.31576E-07
  1388    7.94611E+02    1.94222E+01    8.74063E-02   -5.83245E+01    3.84283E-09    2.32384E-06   -2.29144E-07
  1389    7.95720E+02    1.92446E+01    8.73881E-02   -5.80833E+01    3.83817E-09    2.32383E-06   -2.26697E-07
  1390    7.96811E+02    1.90677E+01    8.73699E-02   -5.78303E+01    3.83352E-09    2.32369E-06   -2.24236E-07
  1391    7.97876E+02    1.88917E+01    8.73517E-02   -5.75657E+01    3.82888E-09    2.32342E-06   -2.21761E-07
  1392    7.98916E+02    1.87165E+01    8.73336E-02   -5.72894E+01    3.82425E-09    2.32302E-06   -2.19272E-07
  1393    7.99940E+02    1.85423E+01    8.73154E-02   -5.70016E+01    3.81962E-09    2.32250E-06   -2.16769E-07
  1394    8.00931E+02    1.83690E+01    8.72972E-02   -5.67025E+01    3.81501E-09    2.32185E-06   -2.14253E-07
  1395    8.01890E+02    1.81969E+01    8.72789E-02   -5.63922E+01    3.81040E-09    2.32107E-06   -2.11725E-07
  1396    8.02825E+02    1.80257E+01    8.72606E-02   -5.60706E+01    3.80580E-09    2.32017E-06   -2.09184E-07
  1397    8.03736E+02    1.78558E+01    8.72422E-02   -5.57381E+01    3.80121E-09    2.31915E-06   -2.06630E-07
  1398    8.04609E+02    1.76871E+01    8.72238E-02   -5.53946E+01    3.79663E-09    2.31799E-06   -2.04065E-07
  1399    8.05458E+02    1.75196E+01    8.72052E-02   -5.50405E+01    3.79205E-09    2.31671E-06   -2.01489E-07
  1400    8.06269E+02    1.73535E+01    8.71866E-02   -5.46759E+01    3.78749E-09    2.31531E-06   -1.98901E-07
  1401    8.07056E+02    1.71888E+01    8.71678E-02   -5.43010E+01    3.78293E-09    2.31378E-06   -1.96302E-07
  1402    8.07806E+02    1.70255E+01    8.71489E-02   -5.39158E+01    3.77838E-09    2.31212E-06   -1.93693E-07
  1403    8.08526E+02    1.68636E+01    8.71298E-02   -5.35207E+01    3.77384E-09    2.31034E-06   -1.91074E-07
  1404    8.09215E+02    1.67033E+01    8.71106E-02   -5.31158E+01    3.76931E-09    2.30844E-06   -1.88445E-07
  1405    8.09868E+02    1.65447E+01    8.70912E-02   -5.27012E+01    3.76478E-09    2.30642E-06   -1.85807E-07
  1406    8.10483E+02    1.63877E+01    8.70716E-02   -5.22771E+01    3.76026E-09    2.30428E-06   -1.83159E-07
  1407    8.11061E+02    1.62323E+01    8.70518E-02   -5.18437E+01    3.75576E-09    2.30201E-06   -1.80502E-07
  1408    8.11610E+02    1.60787E+01    8.70318E-02   -5.14011E+01    3.75125E-09    2.29962E-06   -1.77837E-07
  1409    8.12115E+02    1.59268E+01    8.70116E-02   -5.09496E+01    3.74676E-09    2.29712E-06   -1.75163E-07
  1410    8.12591E+02    1.57768E+01    8.69911E-02   -5.04893E+01    3.74228E-09    2.29449E-06   -1.72481E-07
  1411    8.13023E+02    1.56287E+01    8.69703E-02   -5.00203E+01    3.73780E-09    2.29175E-06   -1.69792E-07
  1412    8.13420E+02    1.54825E+01    8.69493E-02   -4.95431E+01    3.73333E-09    2.28889E-06   -1.67095E-07
  1413    8.13772E+02    1.53383E+01    8.69281E-02   -4.90575E+01    3.72887E-09    2.28592E-06   -1.64391E-07
  1414    8.14089E+02    1.51961E+01    8.69065E-02   -4.85641E+01    3.72442E-09    2.28283E-06   -1.61681E-07
  1415    8.14363E+02    1.50559E+01    8.68846E-02   -4.80630E+01    3.71998E-09    2.27962E-06   -1.58963E-07
  1416    8.14602E+02    1.49179E+01    8.68624E-02   -4.75544E+01    3.71554E-09    2.27630E-06   -1.56240E-07
  1417    8.14798E+02    1.47821E+01    8.68399E-02   -4.70385E+01    3.71111E-09    2.27286E-06   -1.53511E-07
  1418    8.14958E+02    1.46484E+01    8.68170E-02   -4.65157E+01    3.70669E-09    2.26931E-06   -1.50776E-07
  1419    8.15076E+02    1.45170E+01    8.67938E-02   -4.59859E+01    3.70228E-09    2.26565E-06   -1.48036E-07
  1420    8.15152E+02    1.43878E+01    8.67702E-02   -4.54497E+01    3.69788E-09    2.26188E-06   -1.45292E-07
  1421    8.15186E+02    1.42610E+01    8.67463E-02   -4.49071E+01    3.69348E-09    2.25800E-06   -1.42542E-07
  1422    8.15177E+02    1.41365E+01    8.67219E-02   -4.43582E+01    3.68909E-09    2.25401E-06   -1.39788E-07
  1423    8.15134E+02    1.40144E+01    8.66972E-02   -4.38034E+01    3.68471E-09    2.24991E-06   -1.37031E-07
  1424    8.15041E+02    1.38947E+01    8.66720E-02   -4.32429E+01    3.68034E-09    2.24570E-06   -1.34269E-07
  1425    8.14907E+02    1.37775E+01    8.66464E-02   -4.26768E+01    3.67597E-09    2.24138E-06   -1.31505E-07
  1426    8.14731E+02    1.36628E+01    8.66204E-02   -4.21055E+01    3.67161E-09    2.23695E-06   -1.28737E-07
  1427    8.14506E+02    1.35505E+01    8.65939E-02   -4.15290E+01    3.66726E-09    2.23242E-06   -1.25966E-07
  1428    8.14239E+02    1.34408E+01    8.65670E-02   -4.09476E+01    3.66292E-09    2.22778E-06   -1.23193E-07
  1429    8.13932E+02    1.33336E+01    8.65397E-02   -4.03617E+01    3.65859E-09    2.22304E-06   -1.20418E-07
  1430    8.13583E+02    1.32290E+01    8.65118E-02   -3.97713E+01    3.65426E-09    2.21819E-06   -1.17641E-07
  1431    8.13185E+02    1.31271E+01    8.64835E-02   -3.91768E+01    3.64994E-09    2.21324E-06   -1.14863E-07
  1432    8.12746E+02    1.30279E+01    8.64547E-02   -3.85783E+01    3.64563E-09    2.20819E-06   -1.12083E-07
  1433    8.12259E+02    1.29313E+01    8.64253E-02   -3.79761E+01    3.64133E-09    2.20303E-06   -1.09302E-07
  1434    8.11731E+02    1.28373E+01    8.63955E-02   -3.73704E+01    3.63703E-09    2.19777E-06   -1.06521E-07
  1435    8.11154E+02    1.27461E+01    8.63651E-02   -3.67615E+01    3.63274E-09    2.19242E-06   -1.03740E-07
  1436    8.10537E+02    1.26576E+01    8.63342E-02   -3.61496E+01    3.62846E-09    2.18696E-06   -1.00958E-07
  1437    8.09871E+02    1.25718E+01    8.63028E-02   -3.55349E+01    3.62419E-09    2.18140E-06   -9.81772E-08
  1438    8.09158E+02    1.24888E+01    8.62708E-02   -3.49176E+01    3.61992E-09    2.17575E-06   -9.53967E-08
  1439    8.08403E+02    1.24087E+01    8.62383E-02   -3.42981E+01    3.61566E-09    2.16999E-06   -9.26172E-08
  1440    8.07608E+02    1.23313E+01    8.62052E-02   -3.36764E+01    3.61141E-09    2.16414E-06   -8.98390E-08
  1441    8.06765E+02    1.22567E+01    8.61716E-02   -3.30530E+01    3.60717E-09    2.15819E-06   -8.70623E-08
  1442    8.05874E+02    1.21850E+01    8.61374E-02   -3.24278E+01    3.60293E-09    2.15215E-06   -8.42876E-08
  1443    8.04935E+02    1.21160E+01    8.61026E-02   -3.18012E+01    3.59870E-09    2.14601E-06   -8.15150E-08
  1444    8.03956E+02    1.20499E+01    8.60672E-02   -3.11735E+01    3.59448E-09    2.13978E-06   -7.87449E-08
  1445    8.02929E+02    1.19867E+01    8.60312E-02   -3.05448E+01    3.59027E-09    2.13346E-06   -7.59777E-08
  1446    8.01853E+02    1.19263E+01    8.59946E-02   -2.99153E+01    3.58606E-09    2.12704E-06   -7.32136E-08
  1447    8.00738E+02    1.18688E+01    8.59574E-02   -2.92855E+01    3.58186E-09    2.12053E-06   -7.04529E-08
  1448    7.99574E+02    1.18141E+01    8.59196E-02   -2.86552E+01    3.57767E-09    2.11393E-06   -6.76959E-08
  1449    7.98363E+02    1.17624E+01    8.58812E-02   -2.80250E+01    3.57349E-09    2.10723E-06   -6.49430E-08
  1450    7.97111E+02    1.17135E+01    8.58421E-02   -2.73950E+01    3.56931E-09    2.10045E-06   -6.21945E-08
  1451    7.95818E+02    1.16675E+01    8.58024E-02   -2.67655E+01    3.56514E-09    2.09358E-06   -5.94506E-08
  1452    7.94478E+02    1.16244E+01    8.57621E-02   -2.61368E+01    3.56098E-09    2.08662E-06   -5.67116E-08
  1453    7.93090E+02    1.15842E+01    8.57212E-02   -2.55089E+01    3.55682E-09    2.07957E-06   -5.39779E-08
  1454    7.91661E+02    1.15469E+01    8.56796E-02   -2.48823E+01    3.55267E-09    2.07244E-06   -5.12495E-08
  1455    7.90192E+02    1.15124E+01    8.56374E-02   -2.42571E+01    3.54853E-09    2.06523E-06   -4.85268E-08
  1456    7.88682E+02    1.14809E+01    8.55946E-02   -2.36334E+01    3.54440E-09    2.05793E-06   -4.58101E-08
  1457    7.87131E+02    1.14522E+01    8.55510E-02   -2.30116E+01    3.54027E-09    2.05054E-06   -4.30995E-08
  1458    7.85532E+02    1.14263E+01    8.55069E-02   -2.23918E+01    3.53615E-09    2.04308E-06   -4.03954E-08
  1459    7.83893E+02    1.14033E+01    8.54621E-02   -2.17741E+01    3.53204E-09    2.03554E-06   -3.76980E-08
  1460    7.82212E+02    1.13832E+01    8.54166E-02   -2.11590E+01    3.52793E-09    2.02791E-06   -3.50075E-08
  1461    7.80491E+02    1.13658E+01    8.53705E-02   -2.05464E+01    3.52384E-09    2.02021E-06   -3.23243E-08
  1462    7.78729E+02    1.13513E+01    8.53237E-02   -1.99367E+01    3.51975E-09    2.01243E-06   -2.96485E-08
  1463    7.76926E+02    1.13396E+01    8.52763E-02   -1.93301E+01    3.51566E-09    2.00458E-06   -2.69804E-08
  1464    7.75082E+02    1.13307E+01    8.52282E-02   -1.87268E+01    3.51158E-09    1.99665E-06   -2.43203E-08
  1465    7.73197E+02    1.13246E+01    8.51795E-02   -1.81268E+01    3.50751E-09    1.98865E-06   -2.16683E-08
  1466    7.71278E+02    1.13213E+01    8.51300E-02   -1.75306E+01    3.50345E-09    1.98058E-06   -1.90249E-08
  1467    7.69317E+02    1.13206E+01    8.50800E-02   -1.69382E+01    3.49940E-09    1.97244E-06   -1.63902E-08
  1468    7.67323E+02    1.13228E+01    8.50292E-02   -1.63500E+01    3.49535E-09    1.96423E-06   -1.37644E-08
  1469    7.65287E+02    1.13276E+01    8.49778E-02   -1.57660E+01    3.49130E-09    1.95594E-06   -1.11479E-08
  1470    7.63210E+02    1.13352E+01    8.49258E-02   -1.51865E+01    3.48727E-09    1.94760E-06   -8.54091E-09
  1471    7.61106E+02    1.13453E+01    8.48731E-02   -1.46116E+01    3.48324E-09    1.93918E-06   -5.94362E-09
  1472    7.58960E+02    1.13582E+01    8.48197E-02   -1.40416E+01    3.47922E-09    1.93070E-06   -3.35631E-09
  1473    7.56772E+02    1.13737E+01    8.47657E-02   -1.34766E+01    3.47521E-09    1.92215E-06   -7.79259E-10
  1474    7.54557E+02    1.13918E+01    8.47110E-02   -1.29168E+01    3.47120E-09    1.91355E-06    1.78730E-09
  1475    7.52300E+02    1.14125E+01    8.46557E-02   -1.23624E+01    3.46720E-09    1.90488E-06    4.34311E-09
  1476    7.50016E+02    1.14357E+01    8.45997E-02   -1.18136E+01    3.46320E-09    1.89615E-06    6.88791E-09
  1477    7.47696E+02    1.14615E+01    8.45430E-02   -1.12705E+01    3.45922E-09    1.88736E-06    9.42145E-09
  1478    7.45342E+02    1.14897E+01    8.44857E-02   -1.07333E+01    3.45524E-09    1.87851E-06    1.19435E-08
