#    L    TT             EE             BB             TE         
   316    3.53448E+03    1.20936E+01    2.95485E-03    1.20373E+02
   317    3.50074E+03    1.22827E+01    2.92495E-03    1.20102E+02
   318    3.46710E+03    1.24720E+01    2.89529E-03    1.19793E+02
   319    3.43357E+03    1.26612E+01    2.86589E-03    1.19445E+02
   320    3.40015E+03    1.28504E+01    2.83677E-03    1.19059E+02
   321    3.36688E+03    1.30395E+01    2.80794E-03    1.18635E+02
   322    3.33374E+03    1.32283E+01    2.77944E-03    1.18172E+02
   323    3.30076E+03    1.34168E+01    2.75127E-03    1.17672E+02
   324    3.26792E+03    1.36050E+01    2.72344E-03    1.17134E+02
   325    3.23526E+03    1.37928E+01    2.69599E-03    1.16558E+02
   326    3.20278E+03    1.39801E+01    2.66893E-03    1.15946E+02
   327    3.17048E+03    1.41668E+01    2.64228E-03    1.15295E+02
   328    3.13838E+03    1.43528E+01    2.61604E-03    1.14607E+02
   329    3.10647E+03    1.45382E+01    2.59025E-03    1.13883E+02
   330    3.07479E+03    1.47227E+01    2.56492E-03    1.13123E+02
   331    3.04332E+03    1.49064E+01    2.54007E-03    1.12325E+02
   332    3.01208E+03    1.50892E+01    2.51572E-03    1.11492E+02
   333    2.98108E+03    1.52709E+01    2.49188E-03    1.10623E+02
   334    2.95032E+03    1.54516E+01    2.46857E-03    1.09719E+02
   335    2.91982E+03    1.56311E+01    2.44582E-03    1.08779E+02
   336    2.88958E+03    1.58094E+01    2.42363E-03    1.07805E+02
   337    2.85961E+03    1.59865E+01    2.40203E-03    1.06797E+02
   338    2.82992E+03    1.61622E+01    2.38104E-03    1.05755E+02
   339    2.80051E+03    1.63364E+01    2.36067E-03    1.04681E+02
   340    2.77141E+03    1.65093E+01    2.34094E-03    1.03573E+02
   341    2.74259E+03    1.66804E+01    2.32187E-03    1.02433E+02
   342    2.71409E+03    1.68500E+01    2.30347E-03    1.01260E+02
   343    2.68589E+03    1.70178E+01    2.28577E-03    1.00056E+02
   344    2.65801E+03    1.71838E+01    2.26879E-03    9.88197E+01
   345    2.63044E+03    1.73479E+01    2.25254E-03    9.75523E+01
   346    2.60320E+03    1.75099E+01    2.23703E-03    9.62536E+01
   347    2.57629E+03    1.76700E+01    2.22230E-03    9.49244E+01
   348    2.54970E+03    1.78278E+01    2.20835E-03    9.35647E+01
   349    2.52347E+03    1.79835E+01    2.19521E-03    9.21767E+01
