#    L    TT             EE             BB             TE         
   256    5.35286E+03    2.89974E+00    0.00000E+00    7.35587E+01
   257    5.33183E+03    2.99604E+00    0.00000E+00    7.51136E+01
   258    5.31029E+03    3.09461E+00    0.00000E+00    7.66531E+01
   259    5.28827E+03    3.19547E+00    0.00000E+00    7.81776E+01
   260    5.26577E+03    3.29860E+00    0.00000E+00    7.96848E+01
   261    5.24280E+03    3.40402E+00    0.00000E+00    8.11756E+01
   262    5.21939E+03    3.51171E+00    0.00000E+00    8.26484E+01
   263    5.19553E+03    3.62168E+00    0.00000E+00    8.41032E+01
   264    5.17124E+03    3.73393E+00    0.00000E+00    8.55387E+01
   265    5.14651E+03    3.84843E+00    0.00000E+00    8.69554E+01
   266    5.12136E+03    3.96517E+00    0.00000E+00    8.83512E+01
   267    5.09580E+03    4.08415E+00    0.00000E+00    8.97253E+01
   268    5.06983E+03    4.20536E+00    0.00000E+00    9.10786E+01
   269    5.04345E+03    4.32878E+00    0.00000E+00    9.24087E+01
   270    5.01667E+03    4.45440E+00    0.00000E+00    9.37164E+01
   271    4.98951E+03    4.58220E+00    0.00000E+00    9.49995E+01
   272    4.96196E+03    4.71218E+00    0.00000E+00    9.62587E+01
   273    4.93405E+03    4.84430E+00    0.00000E+00    9.74926E+01
   274    4.90578E+03    4.97855E+00    0.00000E+00    9.87019E+01
   275    4.87715E+03    5.11490E+00    0.00000E+00    9.98843E+01
   276    4.84821E+03    5.25334E+00    0.00000E+00    1.01041E+02
   277    4.81893E+03    5.39385E+00    0.00000E+00    1.02169E+02
   278    4.78934E+03    5.53641E+00    0.00000E+00    1.03270E+02
   279    4.75944E+03    5.68097E+00    0.00000E+00    1.04343E+02
   280    4.72925E+03    5.82752E+00    0.00000E+00    1.05387E+02
   281    4.69878E+03    5.97602E+00    0.00000E+00    1.06402E+02
   282    4.66803E+03    6.12644E+00    0.00000E+00    1.07387E+02
   283    4.63702E+03    6.27876E+00    0.00000E+00    1.08341E+02
   284    4.60575E+03    6.43295E+00    0.00000E+00    1.09265E+02
   285    4.57424E+03    6.58896E+00    0.00000E+00    1.10157E+02
   286    4.54250E+03    6.74677E+00    0.00000E+00    1.11018E+02
   287    4.51054E+03    6.90633E+00    0.00000E+00    1.11846E+02
   288    4.47836E+03    7.06761E+00    0.00000E+00    1.12642E+02
   289    4.44599E+03    7.23057E+00    0.00000E+00    1.13405E+02
   290    4.41343E+03    7.39517E+00    0.00000E+00    1.14134E+02
   291    4.38069E+03    7.56139E+00    0.00000E+00    1.14830E+02
   292    4.34778E+03    7.72909E+00    0.00000E+00    1.15492E+02
   293    4.31471E+03    7.89836E+00    0.00000E+00    1.16119E+02
   294    4.28149E+03    8.06911E+00    0.00000E+00    1.16711E+02
   295    4.24813E+03    8.24119E+00    0.00000E+00    1.17267E+02
   296    4.21464E+03    8.41469E+00    0.00000E+00    1.17788E+02
   297    4.18102E+03    8.58945E+00    0.00000E+00    1.18272E+02
   298    4.14730E+03    8.76546E+00    0.00000E+00    1.18720E+02
   299    4.11347E+03    8.94267E+00    0.00000E+00    1.19131E+02
   300    4.07955E+03    9.12099E+00    0.00000E+00    1.19505E+02
   301    4.04556E+03    9.30049E+00    0.00000E+00    1.19842E+02
   302    4.01150E+03    9.48096E+00    0.00000E+00    1.20141E+02
   303    3.97739E+03    9.66246E+00    0.00000E+00    1.20404E+02
   304    3.94324E+03    9.84493E+00    0.00000E+00    1.20629E+02
   305    3.90907E+03    1.00283E+01    0.00000E+00    1.20817E+02
   306    3.87487E+03    1.02125E+01    0.00000E+00    1.20967E+02
   307    3.84066E+03    1.03975E+01    0.00000E+00    1.21078E+02
   308    3.80646E+03    1.05832E+01    0.00000E+00    1.21152E+02
   309    3.77227E+03    1.07696E+01    0.00000E+00    1.21188E+02
   310    3.73809E+03    1.09565E+01    0.00000E+00    1.21186E+02
   311    3.70396E+03    1.11440E+01    0.00000E+00    1.21145E+02
   312    3.66986E+03    1.13319E+01    0.00000E+00    1.21066E+02
   313    3.63581E+03    1.15203E+01    0.00000E+00    1.20948E+02
   314    3.60182E+03    1.17090E+01    0.00000E+00    1.20792E+02
   315    3.56790E+03    1.18978E+01    0.00000E+00    1.20597E+02
   316    3.53406E+03    1.20870E+01    0.00000E+00    1.20363E+02
   317    3.50032E+03    1.22763E+01    0.00000E+00    1.20091E+02
   318    3.46668E+03    1.24656E+01    0.00000E+00    1.19781E+02
   319    3.43315E+03    1.26549E+01    0.00000E+00    1.19432E+02
   320    3.39973E+03    1.28442E+01    0.00000E+00    1.19046E+02
   321    3.36645E+03    1.30333E+01    0.00000E+00    1.18621E+02
   322    3.33331E+03    1.32222E+01    0.00000E+00    1.18158E+02
   323    3.30032E+03    1.34108E+01    0.00000E+00    1.17657E+02
   324    3.26748E+03    1.35990E+01    0.00000E+00    1.17118E+02
   325    3.23482E+03    1.37869E+01    0.00000E+00    1.16542E+02
   326    3.20233E+03    1.39743E+01    0.00000E+00    1.15929E+02
   327    3.17002E+03    1.41611E+01    0.00000E+00    1.15278E+02
   328    3.13791E+03    1.43472E+01    0.00000E+00    1.14589E+02
   329    3.10601E+03    1.45326E+01    0.00000E+00    1.13865E+02
